length;mse;model
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8501954675 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.3496737621228005;4.2943620682
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98085210.73666652;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8501264453 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;99387640.455123;((((-0.7489578724) * X2) + ((0.8495633602 * X1) ^ 2)) + (0.1514078081 * X1))
4;93953662.4919917;(((-0.7398599982) * X2) + ((0.8378382921 * X1) ^ 2))
2;14.980794835424298;exp(((-0.0020076975) * X2))
3;inf;exp((((-0.5194287896) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0550368242) * X2))) + (((0.8501954675 * X1) ^ 2) + ((-0.6917276382) * X2)))
1;8.239164330756301;2.2895064354
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8542266488 * X1) ^ 2) + ((-0.6917276382) * X2)))
8;96579871.69874568;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6776304245) * X2)))
6;96502427.05996898;((((0.8433291316 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1497063190 * X1))
4;99168794.6544505;(((0.8492302299 * X1) ^ 2) + ((-0.7044335604) * X2))
3;inf;exp(((0.5194314718 * X1) ^ 2))
2;14.08272622145243;exp(((-0.1700579077) * X2))
10;8.099874814244324e+30;((1.4539726973 ^ (2.2610020638 + (0.1544127613 * X1))) + (((0.8065071702 * X1) ^ 2) + ((-0.6746487021) * X2)))
1;6.190562362813051;2.9047713280
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6898831129) * X2)))
8;101586476.47411072;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8542266488 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8501954675 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;98085895.82562082;((((-0.7234944701) * X2) + (((-0.8467670083) * X1) ^ 2)) + (0.1514078081 * X1))
4;96671163.43043509;(((-0.7515706420) * X2) + ((0.8438318372 * X1) ^ 2))
2;14.981938411878703;exp(((-0.0017271254) * X2))
3;inf;exp(((0.5194336772 * X1) ^ 2))
10;inf;((exp((0.1514078081 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8501954675 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;6.98170564428686;2.6392743587
9;inf;((exp((0.1410192847 * X1)) + ((-0.0592573509) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6776304245) * X2)))
8;98342876.98592865;(((0.1410192847 * X1) + ((-0.0592573509) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6776304245) * X2)))
6;96580570.94020414;((((0.8434983492 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1514078081 * X1))
4;97380287.55738766;((((-0.8453751802) * X1) ^ 2) + ((-0.6972943544) * X2))
3;inf;exp(((0.5194358230 * X1) ^ 2))
2;14.080568276705682;exp(((-0.1703818142) * X2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0395227633) * X2))) + (((0.8438318372 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.357327039308189;4.1686582565
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8433291316 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;96664750.79273102;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8436821103 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8492302299 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;98316556.22628547;((((-0.7234944701) * X2) + ((0.8472660184 * X1) ^ 2)) + (0.1497063190 * X1))
4;96602559.48286721;(((-0.7515706420) * X2) + ((0.8436821103 * X1) ^ 2))
2;14.983960782606761;exp(((-0.0012302671) * X2))
3;inf;exp(((0.5194380879 * X1) ^ 2))
10;1015968321999.6669;(((exp((0.0099807959 * X1)) * (66.0135040283 * X1)) + (2.3307111263 + ((-65.8943862915) * X1))) + ((-0.6741107106) * X2))
1;7.257579109445556;2.5563857555
9;inf;((exp((0.1410192847 * X1)) + ((-0.0592573509) * X2)) + (((0.8436821103 * X1) ^ 2) + ((-0.6776304245) * X2)))
8;96502427.05958314;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8433291316 * X1) ^ 2) + ((-0.6776304245) * X2)))
6;98181382.26137756;((((-0.7234944701) * X2) + ((0.8469730616 * X1) ^ 2)) + (0.1514078081 * X1))
4;109167767.39883497;((((-0.8698713779) * X1) ^ 2) + ((-0.7379882336) * X2))
3;inf;exp((((-0.5194460154) * X1) ^ 2))
2;14.984923608736164;exp(((-0.0009934136) * X2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0603191853) * X2))) + (((0.8434983492 * X1) ^ 2) + ((-0.6776304245) * X2)))
1;6.552724573691421;5.7465734482
9;inf;((exp((0.1410192847 * X1)) + ((-0.0592573509) * X2)) + (((0.8438318372 * X1) ^ 2) + ((-0.6776304245) * X2)))
8;99227534.19500145;(((0.1410192847 * X1) + ((-0.0592573509) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7489578724) * X2) + (((-0.8453751802) * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;96503126.02063575;((((0.8433291316 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1514078081 * X1))
4;96518406.71964335;(((-0.7515706420) * X2) + ((0.8434983492 * X1) ^ 2))
2;14.987368203886144;exp(((-0.0003911811) * X2))
3;inf;exp((((-0.5194483399) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8433291316 * X1) ^ 2) + ((-0.6898830533) * X2)))
1;4.659407725621339;4.8194322586
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6898831129) * X2)))
8;99386891.7108585;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8472660184 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;97438495.0854906;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1410192847 * X1))
4;99168794.65417564;(((0.8492302299 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.989462299033045;exp((0.0001257092 * X2))
3;inf;exp((((-0.5194539428) * X1) ^ 2))
10;82999529.88843487;((2.3239717484 + ((-0.6805386543) * X2)) + ((0.0841323361 + ((0.8121396899 * X1) + ((-0.0003911811) * X2))) ^ 2))
1;5.092729718502071;3.3993358612
9;inf;((exp((0.1514078081 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469142914 * X1) ^ 2)))
8;99383285.99354683;(((0.1410192847 * X1) + ((-0.0592573509) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8501264453 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;98181401.85220855;((((0.8469730616 * X1) ^ 2) + ((-0.7450659275) * X2)) + (0.1514078081 * X1))
4;96440928.48703304;(((0.8433291316 * X1) ^ 2) + ((-0.6928633451) * X2))
2;14.991017790935901;exp((0.0005102679 * X2))
3;inf;exp(((0.5194568038 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6898831129) * X2)))
1;4.48327772939649;3.8949990273
9;inf;((exp((0.1514078081 * X1)) + ((-0.0492403135) * X2)) + (((0.8436821103 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;99650601.43527736;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6898830533) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8501954675 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;98317261.72615676;((((-0.7234944701) * X2) + ((0.8472660184 * X1) ^ 2)) + (0.1514078081 * X1))
4;97380287.55721577;((((-0.8453751802) * X1) ^ 2) + ((-0.6961361170) * X2))
2;14.991283037344248;exp((0.0005758959 * X2))
3;inf;exp(((0.5194761157 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.356899226376367;4.1709799767
9;inf;((exp((0.1410192847 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8433291316 * X1) ^ 2)))
8;97994740.54935345;(((0.1410192847 * X1) + ((-0.0592573509) * X2)) + (((0.8465794325 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + (((-0.8467670083) * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;96664051.24805288;((((-0.7398599982) * X2) + ((0.8436821103 * X1) ^ 2)) + (0.1497063190 * X1))
4;99324500.36395064;(((0.8495633602 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.991965652851162;exp((0.0007448560 * X2))
3;inf;exp((((-0.5194805264) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8469730616 * X1) ^ 2) + ((-0.6898830533) * X2)))
1;8.078368480891383;2.3306970596
9;inf;((exp((0.1514078081 * X1)) + ((-0.0592573509) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6898831129) * X2)))
8;96580570.93981892;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8438318372 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;96729605.7342862;((((0.8438318372 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1422722489 * X1))
4;96518348.45046814;(((0.8434983492 * X1) ^ 2) + ((-0.6928633451) * X2))
2;14.993537997020496;exp((0.0011344242 * X2))
3;inf;exp((((-0.5194836259) * X1) ^ 2))
10;98768961.7781489;((((0.8065071702 * X1) ^ 2) + ((-0.6746540666) * X2)) + (((1.2356103659 + (0.0180882774 * X1)) ^ 2) ^ 2))
1;4.375140929618677;4.0991096497
9;inf;((exp((0.1497063190 * X1)) + ((-0.0395227633) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6961361766) * X2)))
8;99646951.47143494;(((0.1410192847 * X1) + ((-0.0592573509) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8433291316 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1366425902 * X1)))
6;99682980.46420975;((((-0.7515706420) * X2) + ((0.8501954675 * X1) ^ 2)) + (0.1497063190 * X1))
4;96602501.18830356;(((0.8436821103 * X1) ^ 2) + ((-0.6928633451) * X2))
2;14.995425497969725;exp((0.0016027763 * X2))
3;inf;exp(((0.5195007920 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8472660184 * X1) ^ 2) + ((-0.6898830533) * X2)))
1;6.7881477681794005;2.7000541687
9;inf;((exp((0.1497063190 * X1)) + ((-0.0509501994) * X2)) + (((0.8438318372 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;97442084.86319666;(((0.1497063190 * X1) + ((-0.0453113392) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6961361766) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8436821103 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;99651311.70645328;((((-0.7515706420) * X2) + ((0.8501264453 * X1) ^ 2)) + (0.1514078081 * X1))
4;96671105.11518215;(((0.8438318372 * X1) ^ 2) + ((-0.6928633451) * X2))
2;15.002111639276453;exp((0.0032680556 * X2))
3;inf;exp(((0.5195526481 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0492403135) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6898831129) * X2)))
1;8.324586696565389;2.2679700851
8;82002630.86954445;((((0.8096902370 * X1) ^ 2) + ((-0.6611548066) * X2)) + (2.3309178352 + (0.1366426945 * X1)))
7;inf;((((-0.7515706420) * X2) + ((0.8434983492 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;97985153.89614493;((((-0.7234944701) * X2) + ((0.8465587497 * X1) ^ 2)) + (0.1410192847 * X1))
4;97926802.85424088;(((0.8465587497 * X1) ^ 2) + ((-0.6972943544) * X2))
3;inf;exp((((-0.5198506713) * X1) ^ 2))
2;14.045676397060815;exp(((-0.1755847335) * X2))
9;1.1737793375282452e+72;((exp((0.1307906210 * X1)) + (1.3309551477 + ((-0.6745916009) * X2))) + (((-0.8096898198) * X1) ^ 2))
1;6.4428297111200346;2.8148145676
9;inf;((exp((0.1410192847 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + (((-0.8453751802) * X1) ^ 2)))
8;97438495.08510198;(((0.1410192847 * X1) + ((-0.0592573509) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8495633602 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;97990690.62205032;((((-0.7234944701) * X2) + ((0.8465587497 * X1) ^ 2)) + (0.1544127613 * X1))
4;99588087.9023944;(((0.8501264453 * X1) ^ 2) + ((-0.7029926181) * X2))
2;15.004389722382804;exp((0.0038376749 * X2))
3;inf;exp(((0.5201137066 * X1) ^ 2))
10;inf;((((0.8433291316 * X1) ^ 2) + ((-0.6961361766) * X2)) + (exp((0.1410192847 * X1)) + exp(((-0.0396204814) * X2))))
1;4.37497706832669;4.4242901802
9;inf;((exp((0.1497063190 * X1)) + ((-0.0562154427) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;99650561.96854512;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8501264453 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;96581794.61822134;((((0.8434983492 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;92607233.98481907;(((0.8348203301 * X1) ^ 2) + ((-0.7379882336) * X2))
2;15.010594758776039;exp((0.0053950269 * X2))
3;inf;exp(((0.5201423764 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0492403135) * X2))) + (((0.8469730616 * X1) ^ 2) + ((-0.6898831129) * X2)))
1;8.35953773300119;2.2592251301
9;inf;((2.3309981823 ^ exp((0.0662878901 * X1))) + ((((-0.8103011250) * X1) ^ 2) + ((-0.6745843291) * X2)))
8;99682940.99002539;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8501954675 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8492302299 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;98081589.55320615;(((((-0.8467670083) * X1) ^ 2) + ((-0.7234944701) * X2)) + (0.1410192847 * X1))
4;99620456.77340154;(((0.8501954675 * X1) ^ 2) + ((-0.7029926181) * X2))
2;15.013457943042983;exp((0.0061165281 * X2))
3;inf;exp(((0.5201568007 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0492403135) * X2))) + (((0.8434983492 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.747303821354668;3.6305403709
9;inf;((exp((0.1497063190 * X1)) + ((-0.0509501994) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.7029926181) * X2)))
8;99231137.08532488;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1366425902 * X1)))
6;99684934.03052016;((((-0.7515706420) * X2) + ((0.8501954675 * X1) ^ 2)) + (0.1544127613 * X1))
4;98023209.79995333;((((-0.8467670083) * X1) ^ 2) + ((-0.6972943544) * X2))
2;14.020348624044244;exp(((-0.1793218851) * X2))
3;inf;exp((((-0.5203463435) * X1) ^ 2))
10;1015968321999.667;(((exp((0.0099807959 * X1)) * (66.0135040283 * X1)) + (2.3307111263 + ((-65.8943862915) * X1))) + ((-0.6776304245) * X2))
1;4.349382279939734;4.2895007133
8;99386891.7103599;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6776304245) * X2)))
6;98149835.4657358;((((-0.7234944701) * X2) + ((0.8469142914 * X1) ^ 2)) + (0.1410192847 * X1))
4;96518348.45032997;(((0.8434983492 * X1) ^ 2) + ((-0.6917276382) * X2))
3;inf;exp((((-0.5204493999) * X1) ^ 2))
2;14.013084454273436;exp(((-0.1803877205) * X2))
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6776304245) * X2)))
