length;mse;model
10;inf;((((((-0.0096498998) * X1) * ((-37.9011573792) * X1)) + (0.7071067691 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.7917124033 * X2))
8;inf;(((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) * exp(((-0.2763275504) * X2))) + (1.1199111938 * X2))
6;inf;log(abs((((1.5400243998 * X1) * (5.5189809799 * X1)) + (34.5294418335 * X2))))
16;nan;(((0.8391372561 * X2) + (-1.0245790482)) + (((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1261364818) * X2))))
15;inf;(((((((0.4700511694 * X1) * (0.8788001537 * X1)) + (1.1632808447 * X2)) + ((-0.0440142192) * X1)) ^ exp(((-0.1262719631) * X2))) + (0.8296596408 * X2)) + log(abs(0.4147703350)))
12;nan;(((0.8292188048 * X2) + (-0.8792264462)) + (((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1622881889 * X2)) ^ exp(((-0.1262511313) * X2))))
9;inf;(sqrt((6.2326984406 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2855945528) * X2))))
5;inf;(((2.5460271835 * X1) * (0.0704310462 * X1)) + (0.7675073743 * X2))
14;inf;(((((((4.4072527885 * X1) * (0.0937289074 * X1)) + ((-0.0439915806) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) + (-0.8822721839))
13;nan;((((((1.4426950216 * X1) * (0.2867350876 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1264823973) * X2))) + (0.8288236856 * X2)) + log(abs(0.4147703350)))
20;nan;(((-0.2304554433) + ((((((((-0.0363774598) * X1) * ((-3.5697643757) * X1)) + (0.3856366873 * X2)) ^ exp((0.1008275151 * X2))) + ((-0.0188924801) * X1)) ^ exp(((-0.3786503375) * X2))) * exp((0.1189672202 * X2)))) * 3.0290009975)
1;4.404847029863969;4.6368875504
19;inf;(((-0.2710895836) + ((((((2.0927655697 * X1) * (0.0715162307 * X1)) + (0.4465885162 * X2)) + ((-0.0163923353) * X1)) ^ exp(((-0.2735750675) * X2))) * exp((0.1848083735 * X2)))) * (((-0.1212686151) * X2) + 2.6565294266))
18;nan;(((-0.7555207610) + (((((((-0.0083901966) * X1) * ((-65.3389129639) * X1)) + (1.2558264732 * X2)) + ((-0.0595269687) * X1)) ^ exp(((-0.2093862742) * X2))) * ((0.2283815145 * X2) + 0.7297194004))) + (0.5987029076 * X2))
17;inf;(((-0.2510442138) + ((((((1.8596597910 * X1) * (0.0737706646 * X1)) + (0.4242620170 * X2)) + ((-0.0149876941) * X1)) ^ exp(((-0.2717018723) * X2))) * exp((0.1240705326 * X2)))) * 2.8731133938)
3;nan;((3.5329561234 * X2) ^ 0.6465948820)
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.8539808989 * X2))
2;inf;exp((0.2199729383 * X2))
11;inf;(((((1.5403701067 * X1) * (0.2729946673 * X1)) * exp(((-0.3460848927) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;((((((-0.0096498998) * X1) * ((-37.9011573792) * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1264788657) * X2))) + (0.7674436569 * X2))
8;inf;((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.2763275504) * X2))) + (1.1199111938 * X2))
6;inf;log(abs((((1.7105311155 * X1) * (5.7646179199 * X1)) + (36.6115608215 * X2))))
16;inf;(((0.8391372561 * X2) + (-1.0245790482)) + (((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263796091) * X2))))
15;nan;(((((((1.4857467413 * X1) * (0.2777028084 * X1)) + ((-0.0439453125) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
12;inf;((((((2.5460271835 * X1) * (0.1622467041 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;nan;((((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2853974998) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;(((0.1898692399 * X1) * (0.9467850327 * X1)) + (0.7675073743 * X2))
14;nan;(((0.8392431140 * X2) + (-1.0247366428)) + (((((2.5741376877 * X1) * (0.1632405519 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1247132123) * X2))))
13;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
20;nan;(((-0.2297761589) + ((((((((-0.0031850697) * X1) * ((-40.6425323486) * X1)) + (0.3840297461 * X2)) ^ exp((0.1174280122 * X2))) + ((-0.0195026826) * X1)) ^ exp(((-0.3978547156) * X2))) * exp((0.1185809299 * X2)))) * 3.0432116985)
1;4.169429736211656;4.7797317505
19;nan;(((-0.2654982209) + ((((((1.4788093567 * X1) * (0.0990573317 * X1)) + (0.4382467270 * X2)) + ((-0.0160401706) * X1)) ^ exp(((-0.2735343575) * X2))) * exp((0.1765242815 * X2)))) * (((-0.1117420346) * X2) + 2.7109661102))
18;nan;(((-0.7601590753) + (((((((-0.0091160228) * X1) * ((-60.0107955933) * X1)) + (1.2641547918 * X2)) + ((-0.0593921058) * X1)) ^ exp(((-0.2071417421) * X2))) * (0.7331532240 + (0.2220033258 * X2)))) + (0.6039357781 * X2))
17;nan;(((-0.2514906228) + ((((((1.8607141972 * X1) * (0.0738132000 * X1)) + (0.4251071513 * X2)) + ((-0.0150047084) * X1)) ^ exp(((-0.2715805173) * X2))) * exp((0.1241745949 * X2)))) * 2.8700072765)
3;2.331222533562071;((5.7747764587 * X2) ^ 0.5419659615)
4;inf;(log(abs((12.6498889923 * X1))) + (0.7611940503 * X2))
2;11.737521682440454;exp((0.2210862488 * X2))
11;nan;((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) * exp(((-0.3407581151) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;((((((-0.0096498998) * X1) * ((-37.9011573792) * X1)) + (0.6343524456 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.7674436569 * X2))
8;inf;((((3.0784609318 * X1) * (0.1345806718 * X1)) * exp(((-0.2787972689) * X2))) + (1.1238536835 * X2))
6;inf;log(abs((((1.5400243998 * X1) * (5.8656582832 * X1)) + (36.8615837097 * X2))))
16;nan;(((0.8392431140 * X2) + (-1.0247366428)) + (((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0438735075) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1249003112) * X2))))
15;nan;((((((((-0.0100462968) * X1) * ((-41.2299003601) * X1)) + (1.1633005142 * X2)) + ((-0.0440151840) * X1)) ^ exp(((-0.1262714714) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
12;nan;((((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;inf;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.2853974998) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;((((-0.0070486334) * X1) * ((-28.9302864075) * X1)) + (0.8695235252 * X2))
14;inf;(((0.8391372561 * X2) + (-1.0245776176)) + (((((2.5741376877 * X1) * (0.1632405519 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1247002855) * X2))))
13;nan;((((((2.3225119114 * X1) * (0.1782129556 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;nan;(((-1.2693247795) + ((((((((-0.0043206881) * X1) * ((-33.7718162537) * X1)) + (0.4159887135 * X2)) + ((-0.0159216635) * X1)) ^ exp(((-0.2499747276) * X2))) + exp(((-0.0210635718) * X2))) * exp((0.0923799947 * X2)))) * 2.7343652248)
1;3.603003281207438;5.5323443413
19;inf;(((-0.2602223754) + ((((((0.2246619016 * X1) * (0.6433315873 * X1)) + (0.4285511971 * X2)) + ((-0.0158303119) * X1)) ^ exp(((-0.2748860717) * X2))) * exp((0.1750802994 * X2)))) * (((-0.1127143502) * X2) + 2.7459995747))
18;nan;(((-0.7545787692) + ((((((0.5942336917 * X1) * (0.8914000392 * X1)) + (1.2143480778 * X2)) + ((-0.0575445965) * X1)) ^ exp(((-0.2108314186) * X2))) * ((0.2329003513 * X2) + 0.7557851672))) + (0.5919089317 * X2))
17;inf;(((-0.2272391021) + ((((((0.1125550121 * X1) * (1.1288502216 * X1)) + (0.3719494641 * X2)) + ((-0.0139222974) * X1)) ^ exp(((-0.2791201472) * X2))) * exp((0.1174280122 * X2)))) * 3.0412824154)
3;nan;((6.2831854820 * X2) ^ 0.5404449105)
4;inf;(log(abs((12.6498889923 * X1))) + (0.8695235252 * X2))
2;inf;exp((0.2214779854 * X2))
11;inf;((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) * exp(((-0.3396329582) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;((((((-0.0096498998) * X1) * ((-37.9011573792) * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.7674629092 * X2))
8;inf;(((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) * exp(((-0.2802580297) * X2))) + (1.1238733530 * X2))
6;inf;log(abs((((1.9635996819 * X1) * (4.5071253777 * X1)) + (36.2153663635 * X2))))
16;inf;(((-0.3389478624) + ((0.3146559596 * X2) + (((((1.8006364107 * X1) * (0.0995854884 * X1)) + (0.4055241644 * X2)) + ((-0.0193823539) * X1)) ^ exp(((-0.1833964735) * X2))))) * 2.2733356953)
15;nan;(((((((2.5460271835 * X1) * (0.1622467041 * X1)) + (1.1633131504 * X2)) + ((-0.0440105423) * X1)) ^ exp(((-0.1249003112) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
12;inf;(((0.8289602399 * X2) + (-0.8795073032)) + ((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) ^ exp(((-0.1261369288) * X2))))
9;nan;((((0.3976390958 * X1) * (0.7037681341 * X1)) * exp(((-0.2803266943) * X2))) + sqrt((7.1371793747 * X2)))
5;inf;((((-0.0070486334) * X1) * ((-28.9302864075) * X1)) + (0.9227712154 * X2))
14;nan;(((((((1.4857467413 * X1) * (0.2777028084 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) + (-0.8822721839))
13;inf;(log(abs(0.4138478935)) + (((((3.9312982559 * X1) * (0.1050748155 * X1)) + (1.1632953882 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.8296557665 * X2)))
20;nan;(((-1.5858620405) + ((((((((-0.0043303818) * X1) * ((-34.0987167358) * X1)) + (0.4120365679 * X2)) + ((-0.0160781462) * X1)) ^ exp(((-0.2381775081) * X2))) + log(abs(3.7143447399))) * exp((0.0751978830 * X2)))) * 2.7071483135)
1;3.6030032812107673;5.5323467255
19;nan;(((-0.2673660517) + ((((((1.5620265007 * X1) * (0.0939199999 * X1)) + (0.4426152706 * X2)) + ((-0.0160559416) * X1)) ^ exp(((-0.2723847628) * X2))) * exp((0.1740114093 * X2)))) * (((-0.1064168364) * X2) + 2.7061889172))
18;inf;((-0.7115105391) + ((((((((-0.0057498817) * X1) * ((-29.4515762329) * X1)) + ((-0.0183855519) * X1)) + (0.4792190194 * X2)) ^ exp(((-0.2336574048) * X2))) + (0.0940847769 * X2)) * ((0.2617633641 * X2) + 2.3440356255)))
17;nan;(((-0.2361470312) + ((((((0.0990783125 * X1) * (1.3316384554 * X1)) + (0.3950251043 * X2)) + ((-0.0143003110) * X1)) ^ exp(((-0.2725436091) * X2))) * exp((0.1202840433 * X2)))) * 2.9876635075)
3;2.180581608053265;((6.3330984116 * X2) ^ 0.5376858711)
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.7440342903 * X2))
2;11.687896852845125;exp((0.2217965722 * X2))
11;nan;((((((-2.0452160835) * X1) * ((-0.2081944793) * X1)) * exp(((-0.3396329582) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1264788657) * X2))) + (0.7674629092 * X2))
8;inf;((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.2802580297) * X2))) + (1.1238733530 * X2))
6;inf;log(abs((((1.5400243998 * X1) * (5.8656582832 * X1)) + (37.0268669128 * X2))))
16;nan;(((-0.3413437605) + ((0.3169652224 * X2) + (((((0.2169246823 * X1) * (0.8315471411 * X1)) + (0.4088065624 * X2)) + ((-0.0194910746) * X1)) ^ exp(((-0.1827820390) * X2))))) * 2.2595686913)
15;nan;((((((((-0.0109901940) * X1) * ((-37.5862922668) * X1)) + (1.1633005142 * X2)) + ((-0.0440151840) * X1)) ^ exp(((-0.1247002855) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
12;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1262680590) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;inf;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.2788367569) * X2))) + sqrt((6.2347302437 * X2)))
5;inf;(((1.4426950216 * X1) * (0.1566368341 * X1)) + (1.0253943205 * X2))
14;inf;(((0.8292188048 * X2) + (-0.8792264462)) + (((((1.4857467413 * X1) * (0.2777028084 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1261365265) * X2))))
13;nan;((((((3.9312982559 * X1) * (0.1050748155 * X1)) + (1.1632953882 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
20;nan;(((-0.8111643791) + (((((((-0.0032989269) * X1) * ((-61.7636222839) * X1)) + (0.5803264976 * X2)) + ((-0.0222027134) * X1)) ^ exp(((-0.2235249579) * X2))) * (exp((0.0994901061 * X2)) + exp((0.0991717055 * X2))))) + (0.3890282810 * X2))
1;3.6030032812080717;5.5323457718
19;inf;(((-0.4118713737) + ((((((0.2996698916 * X1) * (0.6949163675 * X1)) + (0.6959797144 * X2)) + ((-0.0227560904) * X1)) ^ exp(((-0.2545841038) * X2))) * exp((0.2420015037 * X2)))) * (1.9363698959 + ((-0.1210535094) * X2)))
18;nan;((-0.7112520337) + (((((((1.9679318666 * X1) * (0.0862984881 * X1)) + (0.4810446203 * X2)) + ((-0.0184381325) * X1)) ^ exp(((-0.2338764668) * X2))) + (0.0934358016 * X2)) * ((0.2640677691 * X2) + 2.3363440037)))
17;inf;(((-0.2625950575) + ((((((1.8892854452 * X1) * (0.0749464855 * X1)) + (0.4477413893 * X2)) + ((-0.0154599827) * X1)) ^ exp(((-0.2678929865) * X2))) * exp((0.1270068735 * X2)))) * 2.7818810940)
3;nan;((6.0572767258 * X2) ^ 0.5343971252)
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.7408190966 * X2))
2;inf;exp((0.2265449315 * X2))
11;inf;((((-2.2270238400) + ((3.0784609318 * X1) * (0.1377406567 * X1))) * exp(((-0.3460848927) * X2))) + sqrt((7.8712735176 * X2)))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6274289489 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.7611940503 * X2))
8;inf;((((0.6969442368 * X1) * (0.5943051577 * X1)) * exp(((-0.2802580297) * X2))) + (1.1238733530 * X2))
6;inf;log(abs((((1.9666304588 * X1) * (4.5071253777 * X1)) + (36.6115608215 * X2))))
16;inf;(((-0.3471459746) + ((0.3224867284 * X2) + (((((0.2290057242 * X1) * (0.7985489368 * X1)) + (0.4167180955 * X2)) + ((-0.0197570901) * X1)) ^ exp(((-0.1814915091) * X2))))) * 2.2303340435)
15;nan;(((((((2.3225119114 * X1) * (0.1782129556 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8291514516 * X2)) + log(abs(0.4148054719)))
12;inf;((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;nan;(sqrt((6.2341465950 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2787371278) * X2))))
5;inf;((((-0.0070486334) * X1) * ((-28.9302864075) * X1)) + (0.9260404706 * X2))
14;nan;(((0.8292188048 * X2) + (-0.8792264462)) + (((((4.4072527885 * X1) * (0.0937289074 * X1)) + ((-0.0439915806) * X1)) + (1.1622881889 * X2)) ^ exp(((-0.1238009185) * X2))))
13;inf;(log(abs(0.4138478935)) + (((((3.0784609318 * X1) * (0.1345806718 * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.8296557665 * X2)))
20;nan;(((-0.8135830164) + (((((((-0.0032366500) * X1) * ((-62.9199829102) * X1)) + (0.5879700780 * X2)) + ((-0.0221928935) * X1)) ^ exp(((-0.2246279418) * X2))) * (exp((0.1100156233 * X2)) + exp((0.0945102051 * X2))))) + (0.3724010885 * X2))
1;5.8237833484762485;4.0421166420
19;nan;(((-0.2522436678) + ((((((0.0935026556 * X1) * (1.5044267178 * X1)) + (0.4154846370 * X2)) + ((-0.0154059557) * X1)) ^ exp(((-0.2758197188) * X2))) * exp((0.1666077822 * X2)))) * (2.8170678616 + ((-0.1032529175) * X2)))
18;nan;((-0.7129429579) + ((((((((-0.1237281263) * X1) * ((-1.3423426151) * X1)) + (0.4680067003 * X2)) + ((-0.0180279817) * X1)) ^ exp(((-0.2326455116) * X2))) + (0.0967846811 * X2)) * ((0.2503698170 * X2) + 2.3897030354)))
17;nan;(((-0.2337648124) + ((((((0.1058063805 * X1) * (1.2332706451 * X1)) + (0.3890962303 * X2)) + ((-0.0142369978) * X1)) ^ exp(((-0.2725436091) * X2))) * exp((0.1192830503 * X2)))) * 3.0202383995)
3;2.7605444857994743;((5.3425836563 * X2) ^ 0.5330688953)
4;inf;(log(abs(((-2.2305054665) * X1))) + (0.8826169372 * X2))
2;11.186210454988087;exp((0.2289967835 * X2))
11;nan;((((-2.2258009911) + ((2.3373599052 * X1) * (0.1810045987 * X1))) * exp(((-0.3471885324) * X2))) + sqrt((7.8723530769 * X2)))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6274289489 * X2)) ^ exp(((-0.1262688041) * X2))) + (0.7611940503 * X2))
8;inf;(((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) * exp(((-0.2848750651) * X2))) + (1.1238536835 * X2))
6;inf;log(abs((((1.9635996819 * X1) * (4.5071253777 * X1)) + (36.6115608215 * X2))))
16;nan;(((-0.3561083674) + ((0.3310291767 * X2) + (((((1.4373835325 * X1) * (0.1299285591 * X1)) + (0.4289662242 * X2)) + ((-0.0201655421) * X1)) ^ exp(((-0.1794826537) * X2))))) * 2.1849639416)
15;nan;((((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8291514516 * X2)) + log(abs(0.4148054719)))
12;nan;(((0.8292663097 * X2) + (-0.8800572157)) + ((((1.4857467413 * X1) * (0.2777028084 * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1263796091) * X2))))
9;inf;(sqrt((6.2326984406 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.3356759846) * X2))))
5;inf;(((1.4373835325 * X1) * (0.1299285591 * X1)) + (0.7917124033 * X2))
14;inf;((((((1.1636345387 * X2) + ((1.4857467413 * X1) * (0.2777028084 * X1))) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
13;nan;((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + log(abs(0.4147703350)))
20;nan;(((-1.2667154074) + ((((((((-0.0038539234) * X1) * ((-38.9412345886) * X1)) + (0.4299258590 * X2)) + ((-0.0194521714) * X1)) ^ exp(((-0.2376305461) * X2))) + exp((0.0012777820 * X1))) * exp((0.0850079656 * X2)))) * 2.5921127796)
1;5.067901972093283;6.7426748276
19;inf;((((-0.2297359407) + ((((((0.0839059949 * X1) * (1.5420887470 * X1)) + (0.3836121559 * X2)) + ((-0.0183710568) * X1)) ^ exp(((-0.2785905600) * X2))) * exp((0.1185398325 * X2)))) * 3.0451979637) + (0.0066160280 * X1))
18;nan;(((-0.7552841306) + ((((((2.1505997181 * X1) * (0.2334957868 * X1)) + (1.1568404436 * X2)) + ((-0.0545781478) * X1)) ^ exp(((-0.2120875269) * X2))) * ((0.2369625419 * X2) + 0.7989261746))) + (0.5837587118 * X2))
17;inf;(((-0.2267215550) + ((((((0.1115209311 * X1) * (1.1320559978 * X1)) + (0.3692983687 * X2)) + ((-0.0138449352) * X1)) ^ exp(((-0.2791292965) * X2))) * exp((0.1171534881 * X2)))) * 3.0408411026)
3;nan;((3.3564479351 * X2) ^ 0.6604593396)
4;inf;(log(abs((12.6498889923 * X1))) + (0.8849584460 * X2))
2;inf;exp((0.2292779684 * X2))
11;inf;(((((2.5741376877 * X1) * (0.1608899236 * X1)) * exp(((-0.3407581151) * X2))) + sqrt((13.5543375015 * X2))) + (-2.3872132301))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.7703855038 * X2))
8;inf;((((2.3587484360 * X1) * (0.1756648123 * X1)) * exp(((-0.2848750651) * X2))) + (1.1238536835 * X2))
6;inf;log(abs((((1.5400243998 * X1) * (5.6382665634 * X1)) + (35.9728355408 * X2))))
16;nan;(((-0.3770085275) + ((0.3509498835 * X2) + ((((((-0.0056625190) * X1) * ((-34.5855598450) * X1)) + (0.4575761855 * X2)) + ((-0.0211199503) * X1)) ^ exp(((-0.1750766784) * X2))))) * 2.0851941109)
15;nan;(((((((1.4857467413 * X1) * (0.2777028084 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;inf;((((((1.4857467413 * X1) * (0.2777028084 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;nan;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3359932005) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;((((-2.1148412228) * X1) * ((-0.0964227021) * X1)) + (0.9275628328 * X2))
14;nan;(((0.8289602399 * X2) + (-0.8795073032)) + ((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247053221) * X2))))
13;inf;((((((3.0784609318 * X1) * (0.1345806718 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1264823973) * X2))) + (0.8291514516 * X2)) + log(abs(0.4148054719)))
20;nan;(((-0.8112170100) + (((((((-0.0047971578) * X1) * ((-42.5553054810) * X1)) + (0.5640278459 * X2)) + ((-0.0222247783) * X1)) ^ exp(((-0.2170114070) * X2))) * (exp((0.0610950477 * X2)) + exp((0.1088327244 * X2))))) + (0.4466983676 * X2))
1;3.61239750638915;5.6292686462
19;nan;((((-0.2292036563) + ((((((0.0897474363 * X1) * (1.4416373968 * X1)) + (0.3815441728 * X2)) + ((-0.0183127094) * X1)) ^ exp(((-0.2786191404) * X2))) * exp((0.1183203608 * X2)))) * 3.0437901020) + (0.0066102110 * X1))
18;nan;(((-0.7641314268) + (((((((-0.0108469333) * X1) * ((-46.6164627075) * X1)) + (1.1822355986 * X2)) + ((-0.0549114048) * X1)) ^ exp(((-0.2074823529) * X2))) * (0.7958593369 + (0.2233768255 * X2)))) + (0.5961711407 * X2))
17;nan;(((-0.2514906228) + ((((((1.8607141972 * X1) * (0.0738132000 * X1)) + (0.4251071513 * X2)) + ((-0.0150047084) * X1)) ^ exp(((-0.2679134011) * X2))) * exp((0.1241745949 * X2)))) * 2.8700072765)
3;2.2975399030122285;((6.2177925110 * X2) ^ 0.5300812721)
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.8893810511 * X2))
2;11.134837368180058;exp((0.2297367156 * X2))
11;nan;(((((2.3225119114 * X1) * (0.1782129556 * X1)) * exp(((-0.3407581151) * X2))) + sqrt((13.5543375015 * X2))) + (-2.3872132301))
10;inf;(((((0.2715920806 * X1) * (1.3465714455 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1264788657) * X2))) + (0.7674629092 * X2))
8;inf;(((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) * exp(((-0.2853974998) * X2))) + (1.1238536835 * X2))
6;inf;log(abs((((1.3116962910 * X1) * (6.2333111763 * X1)) + (33.9285812378 * X2))))
16;nan;(((-1.0251501799) + (0.8391699791 * X2)) + (((exp((log(abs((0.6921457648 * X1))) * 1.8749878407)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1217943281) * X2))))
15;inf;(((((((1.4857467413 * X1) * (0.2777028084 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1264823973) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((((((-0.0123694511) * X1) * ((-33.4174385071) * X1)) + (1.1472148895 * X2)) ^ exp(((-0.1257605255) * X2))) + (0.8260130882 * X2)) + (-0.8685370684))
9;inf;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3359932005) * X2))) + sqrt((6.2347302437 * X2)))
5;inf;((((-0.0059195827) * X1) * ((-34.4231071472) * X1)) + (0.9275628328 * X2))
14;inf;(((0.8291350007 * X2) + (-0.8800004125)) + ((((1.1636345387 * X2) + ((3.0784609318 * X1) * (0.1345806718 * X1))) + ((-0.0532152951) * X1)) ^ exp(((-0.1263796091) * X2))))
13;nan;((((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1249003112) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
20;inf;((((-0.5579657555) + ((((((0.0897239968 * X1) * (1.4416373968 * X1)) + (0.3834422827 * X2)) + ((-0.0183908716) * X1)) ^ exp(((-0.2786560357) * X2))) * exp((0.1185186282 * X2)))) * 3.0460054874) + exp((0.0066521540 * X1)))
1;3.612490452765006;5.4349427223
19;inf;(((-0.2300068885) + ((((((1.4788093567 * X1) * (0.0875561163 * X1)) + (0.3840110302 * X2)) + ((-0.0171412732) * X1)) ^ exp(((-0.2785382867) * X2))) * exp((0.1185922176 * X2)))) * ((0.0023850196 * X1) + 3.0436742306))
18;nan;(((((((((-0.0053893514) * X1) * ((-87.0888977051) * X1)) + (1.0879944563 * X2)) + ((-0.0510226078) * X1)) ^ exp(((-0.2133794725) * X2))) * ((0.2409233451 * X2) + 0.8558227420)) + (0.5744317174 * X2)) + (-0.7563462853))
