length;mse;model
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3407581151) * X2))) + sqrt((6.2347302437 * X2)))
6;inf;log(abs((((1.1657102108 * X1) * (6.6616678238 * X1)) + (34.8241386414 * X2))))
14;nan;((((((((-0.0102471886) * X1) * ((-40.2470893860) * X1)) + (1.0972801447 * X2)) + (-0.3394396305)) + ((-0.0440553650) * X1)) ^ exp(((-0.1299454719) * X2))) + (0.7703855038 * X2))
13;inf;((((((1.5403701067 * X1) * (0.2729946673 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.8291514516 * X2)) + log(abs(0.4148054719)))
20;nan;(((((((((-0.0056195813) * X1) * ((-72.0014266968) * X1)) + (0.9996620417 * X2)) + ((-0.0441201404) * X1)) ^ exp(((-0.2257432640) * X2))) * (exp(((-0.1198257729) * X2)) + (0.3874172568 * X2))) + (0.4771411121 * X2)) + log(abs(0.4657821953)))
1;3.723303197125411;5.1855020523
19;nan;((log(abs(0.4749080241)) + (((((((-0.0078489436) * X1) * ((-54.8785133362) * X1)) + (0.9850497246 * X2)) + ((-0.0469147414) * X1)) ^ exp(((-0.2216734290) * X2))) * ((0.2662396431 * X2) + 0.9313355088))) + (0.5443000197 * X2))
18;inf;((log(abs(0.7951330543)) + ((((((0.2208681554 * X1) * (0.5848270655 * X1)) + (0.3825853765 * X2)) + ((-0.0141314296) * X1)) ^ exp(((-0.2786729336) * X2))) * exp((0.1184100658 * X2)))) * 3.0473167896)
17;nan;(((0.8391372561 * X2) + log(abs(0.3593298793))) + (((exp((log(abs((0.6922776699 * X1))) * 1.8745564222)) + ((-0.0573644713) * X1)) + (1.2045940161 * X2)) ^ exp(((-0.1247002855) * X2))))
3;2.057095447938968;((8.5943908691 * X2) ^ 0.4945369959)
4;inf;((0.6813560128 * X2) + log(abs((12.6498889923 * X1))))
2;9.369048243843952;exp((0.2558373809 * X2))
10;inf;(((((1.3938927650 * X1) * (0.2743325830 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.7703855038 * X2))
9;inf;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3418656886) * X2))) + sqrt((6.2326984406 * X2)))
7;inf;((((1.4857467413 * X1) * (1.0412721634 * X1)) + (6.2831854820 * X2)) ^ (-0.0299878120))
6;inf;log(abs((((3.3738927841 * X1) * (3.3208110332 * X1)) + (37.7319450378 * X2))))
16;nan;((((2.0173075199 * X2) ^ 0.7223213315) + (-1.2446161509)) + (((((1.2385634184 * X1) * (0.3408381641 * X1)) + (0.6129812002 * X2)) + ((-0.0458329171) * X1)) ^ exp(((-0.1438035816) * X2))))
15;inf;(((((((1.2274310589 * X1) * (0.3420194685 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1262688041) * X2))) + (0.8291514516 * X2)) + log(abs(0.4148054719)))
11;nan;((((-2.2258009911) + ((2.3225119114 * X1) * (0.1782129556 * X1))) * exp(((-0.3472003043) * X2))) + sqrt((7.8723530769 * X2)))
8;inf;((((1.5403701067 * X1) * (0.2729946673 * X1)) * exp(((-0.2880603671) * X2))) + (1.1238733530 * X2))
5;inf;((0.9094204903 * X2) + (((-2.2852420807) * X1) * ((-0.0964227021) * X1)))
14;inf;((((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1262688041) * X2))) + ((-0.0135594634) * X1)) + ((-0.8774907589) + (0.8288239241 * X2)))
12;nan;(((-1.0251501799) + (0.8391699791 * X2)) + (((((-0.0109901940) * X1) * ((-37.5862922668) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1217943281) * X2))))
20;nan;((log(abs(0.4655633569)) + (((((((-0.0078415629) * X1) * ((-51.5987854004) * X1)) + (0.9974302053 * X2)) + ((-0.0441121385) * X1)) ^ exp(((-0.2247685045) * X2))) * (exp(((-0.1146023870) * X2)) + (0.3799026906 * X2)))) + (0.4834411740 * X2))
1;3.6596813005845448;5.2942733765
19;nan;(log(abs(0.4705336690)) + ((((((((-0.0040415521) * X1) * ((-36.5308685303) * X1)) + (0.3897055387 * X2)) + ((-0.0159904733) * X1)) ^ exp(((-0.2093893141) * X2))) + (0.1651088893 * X2)) * exp(exp((0.0267887581 * X2)))))
18;nan;(((-0.7639537454) + (((((((-0.0057863174) * X1) * ((-62.6258964539) * X1)) + (0.8620096445 * X2)) + ((-0.0394211337) * X1)) ^ exp(((-0.2150644064) * X2))) * (1.1169651747 + (0.2396515906 * X2)))) + (0.5521777272 * X2))
17;inf;(((-1.2172185183) + (exp((0.1140092760 * X2)) + (((((1.8650479317 * X1) * (0.0637347698 * X1)) + (0.3285221457 * X2)) + ((-0.0128012802) * X1)) ^ exp(((-0.2043239176) * X2))))) * 3.3125567436)
4;inf;(log(abs(((-2.7327084541) * X1))) + (0.9719033837 * X2))
5;inf;(((1.4142135382 * X1) * (0.1377406567 * X1)) + (0.8020051718 * X2))
3;nan;((8.6503591537 * X2) ^ 0.4937229455)
2;9.251946995765609;exp((0.2576431036 * X2))
11;nan;((((-2.2258009911) + ((2.6552436352 * X1) * (0.1557947844 * X1))) * exp(((-0.3471885324) * X2))) + sqrt((7.8723530769 * X2)))
10;inf;(((((1.3938927650 * X1) * (0.2743325830 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.7703855038 * X2))
8;inf;((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.2855945528) * X2))) + (1.1579173803 * X2))
7;24.738684019879496;((((1.3938927650 * X1) * (0.2743325830 * X1)) + (1.4142135382 * X2)) ^ (-0.0299878120))
16;nan;((((1.4350455999 * X2) ^ 0.8051480055) + (-1.0675306320)) + (((((2.3587484360 * X1) * (0.1756648123 * X1)) + (0.7833248377 * X2)) + ((-0.0451255143) * X1)) ^ exp(((-0.1372054815) * X2))))
15;nan;((((((((-0.0109901940) * X1) * ((-37.5862922668) * X1)) + (1.1633005142 * X2)) + ((-0.0196204521) * X1)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((0.8348298073 * X2) + (-0.8377066255)) + (((((-0.2646175325) * X1) * ((-1.5477635860) * X1)) + (1.1019406319 * X2)) ^ exp(((-0.1225642264) * X2))))
9;inf;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.2717018723) * X2))) + sqrt((6.2326984406 * X2)))
6;inf;log(abs((((1.8421859741 * X1) * (5.8656582832 * X1)) + (36.2153663635 * X2))))
14;nan;(((0.8288255930 * X2) + (-0.8774930239)) + ((((((-0.0097909346) * X1) * ((-42.1889953613) * X1)) + (1.1606993675 * X2)) ^ exp(((-0.1261369288) * X2))) + ((-0.0135594448) * X1)))
13;nan;(log(abs(0.4138478935)) + (((((1.4142135382 * X1) * (0.2867350876 * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.8296557665 * X2)))
20;nan;(((-1.3071078062) + ((((((((-0.0040885569) * X1) * ((-39.0544700623) * X1)) + (0.4937121570 * X2)) + ((-0.0174143594) * X1)) ^ exp(((-0.2497219890) * X2))) + exp(((-0.0590127856) * X2))) * exp((0.1143103912 * X2)))) * 2.5023686886)
1;4.741117694917819;4.4655203819
19;inf;((-2.6369044781) + (((((((2.1828284264 * X1) * (0.0957222059 * X1)) + (0.5253271461 * X2)) + ((-0.0227834173) * X1)) ^ exp(((-0.2391893119) * X2))) + exp((0.0284834839 * X2))) * ((0.2938365936 * X2) + 1.9182273149)))
18;nan;(((-0.7632240653) + (((((((-0.0086958492) * X1) * ((-40.6833648682) * X1)) + (0.8413317204 * X2)) + ((-0.0384955406) * X1)) ^ exp(((-0.2158947438) * X2))) * (1.1442015171 + (0.2411718816 * X2)))) + (0.5484908819 * X2))
17;nan;(((0.8399143219 * X2) + (-1.0355287790)) + ((((((3.9819324017 * X1) * ((-0.0162436087) * X1)) * log(abs((0.0003564751 * X1)))) + (1.2122218609 * X2)) + ((-0.0574279912) * X1)) ^ exp(((-0.1261364818) * X2))))
4;inf;(log(abs((11.0710773468 * X1))) + (0.6768240333 * X2))
5;inf;((((-2.1148412228) * X1) * ((-0.0964227021) * X1)) + (0.8392599225 * X2))
3;nan;((8.2622156143 * X2) ^ 0.4920913875)
2;9.17335989818347;exp((0.2588628829 * X2))
11;nan;((((-2.2270238400) + ((2.6552436352 * X1) * (0.1557947844 * X1))) * exp(((-0.3475869894) * X2))) + sqrt((7.8712735176 * X2)))
10;inf;(((((0.2367660850 * X1) * (1.6148784161 * X1)) + (0.6344338655 * X2)) ^ exp(((-0.1217719615) * X2))) + (0.7692237496 * X2))
8;inf;((((3.0784609318 * X1) * (0.1345806718 * X1)) * exp(((-0.2561058700) * X2))) + (1.1199111938 * X2))
7;24.757176940586547;((((2.5460271835 * X1) * (0.1622467041 * X1)) + (1.5148216486 * X2)) ^ (-0.0299878120))
16;nan;(((0.8131165504 * X2) + (-0.8031626940)) + (((((4.4557456970 * X1) * (0.0926112160 * X1)) + ((-0.0439221971) * X1)) + ((1.0718353987 * X2) ^ 1.0565114021)) ^ exp(((-0.1264824569) * X2))))
15;inf;(((((((2.3373599052 * X1) * (0.1810045987 * X1)) + ((-0.0439453125) * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1264823973) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((0.8289602399 * X2) + (-0.8795073032)) + ((((2.5222549438 * X1) * (0.1604871452 * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1244752109) * X2))))
9;inf;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3418656886) * X2))) + sqrt((6.2326984406 * X2)))
6;inf;log(abs((((1.8447451591 * X1) * (5.8656582832 * X1)) + (36.2153663635 * X2))))
14;inf;((((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1262688041) * X2))) + ((-0.0135594634) * X1)) + ((-0.8774907589) + (0.8288239241 * X2)))
13;nan;((((((2.3373599052 * X1) * (0.1810045987 * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
20;nan;((log(abs(0.7788251638)) + ((((((((-0.0035163129) * X1) * ((-38.9561653137) * X1)) + (0.3725880384 * X2)) + ((-0.0148753496) * X1)) ^ exp(((-0.2290007323) * X2))) + (0.1065606698 * X2)) * exp((0.0495363027 * X2)))) * 2.9069209099)
1;4.246665606595554;4.7300591469
19;inf;(((-0.2056892067) + ((((((0.0845590681 * X1) * (1.3747764826 * X1)) + (0.3451797962 * X2)) + ((-0.0127266366) * X1)) ^ exp(((-0.2781582177) * X2))) * exp(((0.1074088961 * X2) ^ 1.0938473940)))) * 3.4024355412)
18;nan;(((-0.7670031786) + ((((((0.4708278477 * X1) * (0.7441089153 * X1)) + (0.8379184604 * X2)) + ((-0.0380966514) * X1)) ^ exp(((-0.2140357047) * X2))) * (1.1560540199 + (0.2344655544 * X2)))) + (0.5538455248 * X2))
17;inf;(((-0.1734434068) + ((((((0.0284730215 * X1) * (3.8021006584 * X1)) + (0.2744172812 * X2)) + ((-0.0118801976) * X1)) ^ exp(((-0.3015259206) * X2))) * exp((0.1013010591 * X2)))) * 3.6092453003)
3;nan;((8.9621810913 * X2) ^ 0.4912428856)
4;inf;(log(abs(((-2.2305054665) * X1))) + (0.9798021317 * X2))
2;inf;exp((0.2589088082 * X2))
10;inf;(((((1.3938927650 * X1) * (0.2743325830 * X1)) + (0.6344208121 * X2)) ^ exp(((-0.1217681617) * X2))) + (0.7674639225 * X2))
9;nan;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3426546454) * X2))) + sqrt((6.2347302437 * X2)))
7;24.757368686339607;((((2.3225119114 * X1) * (0.1782129556 * X1)) + (1.5148216486 * X2)) ^ (-0.0299878120))
6;inf;log(abs((((1.5400243998 * X1) * (5.1610755920 * X1)) + (35.9728355408 * X2))))
16;inf;((((2.3184802532 * X2) ^ 0.6937758923) + (-1.3276767731)) + (((((3.1128838062 * X1) * (0.1360858977 * X1)) + ((-0.0461231805) * X1)) + (0.5551521778 * X2)) ^ exp(((-0.1464401335) * X2))))
15;nan;(((0.9441316128 * X2) + (-1.1346910000)) + ((((((-0.0166639816) * X1) * ((-36.9389419556) * X1)) + (1.2037374973 * X2)) + ((-0.0679596737) * X1)) ^ (0.8388572335 + ((-0.0773586780) * X2))))
11;inf;((((-2.2258009911) + (((-0.0140253566) * X1) * ((-29.4515762329) * X1))) * exp(((-0.3472003043) * X2))) + sqrt((7.8723530769 * X2)))
8;inf;(((((-0.0108975843) * X1) * ((-38.8528709412) * X1)) * exp(((-0.2848750651) * X2))) + (1.1237112284 * X2))
5;inf;(((1.2095412016 * X1) * (0.1782129556 * X1)) + (0.8849584460 * X2))
14;nan;((((((1.4426950216 * X1) * (0.2867350876 * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1263796091) * X2))) + ((-0.0135594634) * X1)) + ((-0.8774907589) + (0.8288239241 * X2)))
12;inf;((((((2.3373599052 * X1) * (0.1810045987 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
20;nan;((((-0.4494644403) + (((((((-0.0117640365) * X1) * ((-40.2327423096) * X1)) + (1.0981154442 * X2)) + ((-0.0514213927) * X1)) ^ exp(((-0.2126340568) * X2))) * (0.5036303997 + (0.1417616606 * X2)))) * 1.6842566729) + (0.5770781636 * X2))
1;5.264226939334811;4.2434601784
19;nan;(((-0.2910372913) + ((((((((-0.0039901095) * X1) * ((-38.8757057190) * X1)) + (0.4028234780 * X2)) + ((-0.0167914871) * X1)) ^ exp(((-0.2050785422) * X2))) + (0.1852391511 * X2)) * exp((0.0268332995 * X2)))) * 2.5941917896)
18;nan;(((-0.7821473479) + (((((((-0.0067287413) * X1) * ((-54.2767066956) * X1)) + (0.8914594650 * X2)) + ((-0.0396759510) * X1)) ^ exp(((-0.2051590830) * X2))) * (1.1148571968 + (0.2072467804 * X2)))) + (0.5832287669 * X2))
17;nan;(((((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + (1.1633005142 * X2)) + ((-0.0440151840) * X1)) ^ exp(((-0.1262714714) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
4;inf;(log(abs(((-13.0955476761) * X1))) + (0.6711118221 * X2))
5;inf;(((3.7033092976 * X1) * (0.0572309531 * X1)) + (0.8695235252 * X2))
3;1.9982450178954045;((9.4065580368 * X2) ^ 0.4904834926)
2;inf;exp((0.2593112588 * X2))
11;inf;((((-2.2270238400) + ((2.6552436352 * X1) * (0.1555672735 * X1))) * exp(((-0.3475869894) * X2))) + sqrt((7.8712735176 * X2)))
10;nan;((((((-0.0096500050) * X1) * ((-37.9011573792) * X1)) + (0.6345322728 * X2)) ^ exp(((-0.1218011901) * X2))) + (0.8020051718 * X2))
8;inf;((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.2545069158) * X2))) + (1.1199111938 * X2))
7;inf;((((1.9635996819 * X1) * (4.5071253777 * X1)) + (36.6115608215 * X2)) ^ (-0.0299878120))
16;inf;(((0.8292697668 * X2) + (-0.8800833821)) + (((((((-2.1148412228) * X1) * ((-0.1953275055) * X1)) + (1.5191426277 * X2)) + ((-0.3558156192) * X2)) + ((-0.0440022610) * X1)) ^ exp(((-0.1262739599) * X2))))
15;nan;(((0.9215576649 * X2) + (-1.9572782516)) + ((((((-0.0087647177) * X1) * ((-47.2951126099) * X1)) + exp(((-0.0436645783) * X1))) + (1.3916929960 * X2)) ^ exp(((-0.1178005338) * X2))))
12;inf;(((0.8292663097 * X2) + (-0.8800572157)) + ((((3.9193341732 * X1) * (0.1084200591 * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1263796091) * X2))))
9;nan;((((4.4557456970 * X1) * (0.0701707080 * X1)) * exp(((-0.3407581151) * X2))) + sqrt((6.2347302437 * X2)))
6;inf;log(abs((((2.4595906734 * X1) * (4.5071253777 * X1)) + (37.0268669128 * X2))))
14;nan;((((((((-0.0102470778) * X1) * ((-40.2466545105) * X1)) + (1.0976548195 * X2)) + (-0.3407635093)) + ((-0.0440529473) * X1)) ^ exp(((-0.1299522519) * X2))) + (0.7675073743 * X2))
13;inf;((((((2.3373599052 * X1) * (0.1810045987 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
20;nan;(((((((((-0.0056195813) * X1) * ((-72.0014266968) * X1)) + (0.9996620417 * X2)) + ((-0.0441201404) * X1)) ^ exp(((-0.2257432640) * X2))) * (exp(((-0.1244752109) * X2)) + (0.3874172568 * X2))) + (0.4771411121 * X2)) + log(abs(0.4657821953)))
1;4.88776958350785;4.3988695145
19;nan;(((-0.2289466411) + (((((((-0.2006173283) * X1) * ((-0.6438813210) * X1)) + (0.3810669780 * X2)) + ((-0.0141445864) * X1)) ^ exp(((-0.2787918150) * X2))) * exp((0.1230098456 * X2)))) * (3.0508854389 + ((-0.0152775273) * X2)))
18;nan;(((0.8717234731 * X2) + (-1.1728645563)) + (((((((-0.0134144984) * X1) * ((-41.1453056335) * X1)) + (1.4221870899 * X2)) ^ (0.8864743114 + (0.0685457811 * X2))) + ((-0.0584436171) * X1)) ^ exp(((-0.1839822531) * X2))))
17;nan;((((-0.9097898006) + (((((2.5741376877 * X1) * (0.1623783112 * X1)) + ((-0.0453164279) * X1)) + (1.2386384010 * X2)) ^ exp(((-0.1794104427) * X2)))) * exp((0.1166423485 * X2))) + (0.7315610051 * X2))
4;inf;((0.6709727645 * X2) + log(abs((12.6498889923 * X1))))
5;inf;(((0.2996698916 * X1) * (0.6949163675 * X1)) + (0.8539808989 * X2))
3;2.7830862901602464;((2.7934517860 * X2) ^ 0.7063070536)
2;inf;exp((0.2631473541 * X2))
11;inf;(((((3.0784609318 * X1) * (0.1364975572 * X1)) * exp(((-0.3615330458) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6274289489 * X2)) ^ exp(((-0.1151582152) * X2))) + (0.7700252533 * X2))
8;inf;((((2.3373599052 * X1) * (0.1810045987 * X1)) * exp(((-0.2888031602) * X2))) + (1.1239243746 * X2))
7;inf;(((((-0.0096498998) * X1) * ((-37.9011573792) * X1)) + (1.5148216486 * X2)) ^ (-0.0299878120))
16;inf;((-0.8860245347) + (((0.8540964127 * X2) ^ 0.9847716093) + (((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.1645971537 * X2)) + ((-0.0440508500) * X1)) ^ exp(((-0.1268144995) * X2)))))
15;nan;((((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948))) + ((-0.0135594709) * X1))
12;nan;(((0.8292571902 * X2) + (-0.8801762462)) + (((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))))
9;nan;((((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.3428396285) * X2))) + sqrt((6.2336349487 * X2)))
6;inf;log(abs((((1.6756683588 * X1) * (4.8182144165 * X1)) + (36.6115608215 * X2))))
14;nan;((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.2012192011 * X2)) ^ exp(((-0.1245838404) * X2))) + ((-0.0134938443) * X1)) + ((-0.8774907589) + (0.8288239241 * X2)))
13;inf;((((((2.3373599052 * X1) * (0.1810045987 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1264823973) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;nan;(((-1.3089928627) + ((((((((-0.0044873473) * X1) * ((-35.7248344421) * X1)) + (0.4974615276 * X2)) + ((-0.0174860712) * X1)) ^ exp(((-0.2495450377) * X2))) + exp(((-0.0599954091) * X2))) * exp((0.1149221361 * X2)))) * 2.4937348366)
1;4.221649278945745;4.7458043098
19;nan;(((-0.2291270494) + ((((((((-0.0052377055) * X1) * ((-24.6612911224) * X1)) + ((-0.0141428467) * X1)) + (1.0274714231 * X2)) + ((-0.6451761127) * X2)) ^ exp(((-0.2787984014) * X2))) * exp((0.1183797047 * X2)))) * 3.0505104065)
18;nan;(((-0.7373164296) + (((((((-0.0072012763) * X1) * ((-50.3066444397) * X1)) + (0.8298285007 * X2)) + ((-0.0395227745) * X1)) ^ exp(((-0.2290049493) * X2))) * ((0.2871747017 * X2) + 1.1095063686))) + (0.5084567666 * X2))
17;nan;(((((exp((log(abs((0.6921457648 * X1))) * 1.8749878407)) + ((-0.0439453125) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
4;inf;(log(abs(((-4.6342563629) * X1))) + (0.6696729064 * X2))
5;inf;(((1.4426950216 * X1) * (0.1566368341 * X1)) + (0.9260404706 * X2))
3;2.752865499405221;((3.1915357113 * X2) ^ 0.7071067691)
2;inf;exp((0.2670370936 * X2))
11;inf;((((((-0.0097424928) * X1) * ((-41.0766296387) * X1)) * exp(((-0.3426546454) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.2268605530 * X1) * (1.6021558046 * X1)) + (0.6268349290 * X2)) ^ exp(((-0.1150288731) * X2))) + (0.7698608637 * X2))
8;inf;((((3.0784609318 * X1) * (0.1377406567 * X1)) * exp(((-0.2763275504) * X2))) + (1.1199111938 * X2))
7;inf;((((1.4857467413 * X1) * (1.0412721634 * X1)) + (6.4404020309 * X2)) ^ (-0.0299878120))
16;inf;((((2.4691026211 * X2) ^ 0.6822682619) + (-1.3657714128)) + (((((4.4665317535 * X1) * (0.0949896425 * X1)) + ((-0.0462468192) * X1)) + (0.5317229033 * X2)) ^ exp(((-0.1475936919) * X2))))
15;nan;((((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948))) + ((-0.0135594709) * X1))
12;nan;((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1261364818) * X2))) + ((-0.8774907589) + (0.8288239241 * X2)))
9;nan;(((((-0.4823656678) * X1) * ((-0.5378609896) * X1)) * exp(((-0.3428396285) * X2))) + sqrt((6.2336349487 * X2)))
6;inf;log(abs((((1.7724539042 * X1) * (5.8656582832 * X1)) + (34.5294418335 * X2))))
14;nan;(((0.8288255930 * X2) + (-0.8774930239)) + (((((1.4757511616 * X1) * (0.2825137079 * X1)) + (1.1606993675 * X2)) ^ exp(((-0.1261369288) * X2))) + ((-0.0135594448) * X1)))
13;nan;(((-1.1284052134) + (0.9441736341 * X2)) + (((((-0.0113375373) * X1) * ((-53.9965400696) * X1)) + (1.1953876019 * X2)) ^ (0.8408407569 + ((-0.0777055547) * X2))))
20;nan;(((-0.2755438983) + ((0.1209067702 * X2) + ((((((0.0765311494 * X1) * (2.0043575764 * X1)) + (0.6279195547 * X2)) + ((-0.1993632466) * X2)) + ((-0.0166416727) * X1)) ^ exp(((-0.2287615985) * X2))))) * ((0.2053702176 * X2) + 2.5906190872))
1;4.497171753183612;4.5867400169
19;nan;(((-0.2286728323) + ((((((1.0228075981 * X2) + ((1.2647056580 * X1) * (0.1020277813 * X1))) + ((-0.6412420273) * X2)) + ((-0.0141226286) * X1)) ^ exp(((-0.2788464725) * X2))) * exp((0.1183053106 * X2)))) * 3.0522356033)
18;inf;(((-0.7755728960) + ((((((4.5931844711 * X1) * (0.0715691671 * X1)) + (0.7970446944 * X2)) + ((-0.0357264392) * X1)) ^ exp(((-0.2101399750) * X2))) * ((0.2169629037 * X2) + 1.2355560064))) + (0.5642458200 * X2))
17;nan;(((-0.9098466039) + ((((((0.1610585600 * X1) * (2.5788590908 * X1)) + (1.2823358774 * X2)) + ((-0.0448040925) * X1)) ^ exp(((-0.1672848910) * X2))) * exp((0.0955327004 * X2)))) + (0.6194795966 * X2))
4;inf;(log(abs(((-2.2305054665) * X1))) + (1.0007925034 * X2))
5;inf;((((-0.0070486334) * X1) * ((-28.9302864075) * X1)) + (0.8340258598 * X2))
3;2.035924466632255;((9.0960178375 * X2) ^ 0.4876531959)
2;inf;exp((0.2705128193 * X2))
11;inf;((((-2.2258009911) + ((0.1016081795 * X1) * (4.0053095818 * X1))) * exp(((-0.3460848927) * X2))) + sqrt((8.0575456619 * X2)))
10;inf;(((((0.1837366223 * X1) * (1.9777534008 * X1)) + (0.6264754534 * X2)) ^ exp(((-0.1146700531) * X2))) + (0.7699599862 * X2))
8;inf;((((2.5741376877 * X1) * (0.1608899236 * X1)) * exp(((-0.2880603671) * X2))) + (1.1579173803 * X2))
7;inf;((((3.7033092976 * X1) * (0.0572309531 * X1)) + (0.8849584460 * X2)) ^ (-0.0299878120))
16;inf;((((0.0062575662 * X1) + (0.8494213223 * X2)) + (-1.0440678596)) + (((((1.2274310589 * X1) * (0.3420194685 * X1)) + (1.2159150839 * X2)) + ((-0.0573474728) * X1)) ^ exp(((-0.1244752109) * X2))))
15;nan;(log(abs(0.4138478935)) + ((((((3.0784609318 * X1) * (0.1377406567 * X1)) + (1.1633005142 * X2)) + ((-0.0440151840) * X1)) ^ exp(((-0.1262714714) * X2))) + (0.8296557665 * X2)))
12;nan;((((((-0.0077815298) * X1) * ((-51.5665626526) * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1261364818) * X2))) + ((-0.8774907589) + (0.8288239241 * X2)))
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3428396285) * X2))) + sqrt((6.2336349487 * X2)))
6;inf;log(abs((((1.8447451591 * X1) * (5.8656582832 * X1)) + (35.8769264221 * X2))))
14;nan;((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.2012192011 * X2)) ^ exp(((-0.1245838404) * X2))) + ((-0.0134938443) * X1)) + ((-1.0215003490) + (0.8387339115 * X2)))
13;nan;(((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;nan;(((-0.2550146580) + ((((((((-0.0032963771) * X1) * ((-42.0629158020) * X1)) + (0.4317966998 * X2)) ^ exp((0.0457577258 * X2))) + ((-0.0176997967) * X1)) ^ exp(((-0.3159166276) * X2))) * exp((0.1251477599 * X2)))) * 2.8368222713)
1;5.831623868827204;4.0394883156
19;nan;(((-0.2281762958) + ((((((0.0894777700 * X1) * (1.4396179914 * X1)) + (0.3805294633 * X2)) + ((-0.0141052064) * X1)) ^ exp(((-0.2790022790) * X2))) * exp((0.1185375676 * X2)))) * (3.0584847927 + ((-0.0017494960) * X2)))
18;nan;(((-0.7732670903) + (((((((-0.0039893677) * X1) * ((-78.2684707642) * X1)) + (0.7549748421 * X2)) + ((-0.0339569114) * X1)) ^ exp(((-0.2117284387) * X2))) * (1.3031424284 + (0.2175059021 * X2)))) + (0.5586791039 * X2))
17;nan;(((-0.9116281271) + ((((((0.1542335749 * X1) * (2.6933228970 * X1)) + (1.2887693644 * X2)) + ((-0.0448191017) * X1)) ^ exp(((-0.1683755815) * X2))) * exp((0.0981885940 * X2)))) + (0.6119375825 * X2))
4;inf;(log(abs(((-7.5497078896) * X1))) + (1.0050628185 * X2))
5;inf;(((0.2149997354 * X1) * (0.8765177131 * X1)) + (0.7692237496 * X2))
3;2.0704717124629517;((9.0284500122 * X2) ^ 0.4847230017)
