length;mse;model
18;nan;((((exp((0.9452325106 * X2)) + ((((-8.2100667953) * X1) + exp((0.2420128733 * X2))) * (0.4031211436 * X1))) * (0.0165760498 * X1)) + (2.7772092819 * X1)) * (exp((0.1345571876 * X2)) + ((-0.3640697896) * X2)))
17;nan;((exp((0.0029656850 * X1)) + (0.2913901210 * X1)) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * (exp(((-0.2835082412) * X2)) + ((-0.0220402367) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0254548825) * X1))) * exp(((-0.2689230144) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2734089792) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2497830391 + ((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp((0.0767030045 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2))))
1;11.711777215785796;9.0531339645
12;inf;((exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)) * ((((-0.0300624706) * X1) * (0.7134178877 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
18;nan;((((exp((0.9521512985 * X2)) + ((((-8.0582866669) * X1) + exp((0.0767030045 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
8;nan;(log(abs(log(abs((0.0243175812 * X1))))) * ((2.9214611053 * X1) * exp(((-0.2821949124) * X2))))
7;nan;(((-0.7946739197) * X1) * (log(abs((0.0239652786 * X1))) * exp(((-0.2743588984) * X2))))
9;inf;(exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2734089792) * X2))))
10;nan;((((((-0.0517821796) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.7182817459 * X1)) * exp(((-0.2677877545) * X2)))
4;1.6458160257104484e+73;(((-0.7966527939) * X1) * exp(((-0.2820672095) * X2)))
3;inf;exp(exp((0.0015369008 * X1)))
2;inf;exp((0.0041427258 * X1))
13;inf;((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.0797036216 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7071067691 * X1))) * ((2.9174599648 * X1) * exp(((-0.3773337901) * X2))))
6;nan;(((-0.2732442617) * X1) * (log(abs(((-0.0007766061) * X1))) + (0.7541755438 * X2)))
17;nan;((exp(((-0.0025281110) * X1)) + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2822329104) * X2)) + ((-0.0220252238) * X2))))
16;nan;(((((((-0.0722939149) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (3.2381081581 * X1)) * (exp(((-0.2357511818) * X2)) + (-0.2018972188))) + (7.2722530365 + (0.2933470011 * X1)))
5;inf;exp(((0.0018202404 * X1) * exp(((-0.2808545530) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2731730938) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2492914200 + ((((exp((0.9535027742 * X2)) + ((((-9.2920379639) * X1) + log(abs(((-0.9312310815) * X1)))) * (0.3606311381 * X1))) * (0.0165755972 * X1)) + (2.7861559391 * X1)) * (exp((0.1356523633 * X2)) + ((-0.3667984009) * X2))))
1;8.43019674865886;7.2416076660
12;inf;(((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-0.0294569209) * X1) * (0.7191783190 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
18;nan;((((exp((0.9859874845 * X2)) + ((((-8.5482330322) * X1) + exp((0.1357906014 * X2))) * (0.4970983565 * X1))) * (0.0129600903 * X1)) + (2.7851557732 * X1)) * (exp((0.1339036524 * X2)) + ((-0.3623735309) * X2)))
9;inf;(exp((((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((2.9214611053 * X1) * exp(((-0.2754889727) * X2))))
8;nan;(((-0.8082255721) * X1) * (log(abs(log(abs((0.0239652786 * X1))))) * exp(((-0.2809258699) * X2))))
10;inf;((2.2059288025 * X1) * (exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * (1.1114709377 ^ ((-2.6703698635) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7071067691 * X1))) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2835082412) * X2))))
4;inf;((2.1255438328 * X1) * exp(((-0.2821744084) * X2)))
3;nan;sqrt(exp((0.0069027003 * X1)))
2;inf;exp((0.0043091183 * X1))
15;nan;((((exp((0.8015965819 * X2)) + (((-1.3529193401) * X1) * (2.8832089901 * X1))) * (0.0140388804 * X1)) + (2.8224184513 * X1)) * (exp(((-0.2443664372) * X2)) + ((-0.0206859875) * X2)))
7;nan;(((-0.8082255721) * X1) * (log(abs(((-0.0250350088) * X1))) * exp(((-0.2689230144) * X2))))
17;nan;((((((-4.4002599716) * X1) * (0.0049544894 * X1)) + exp(((-0.0297829378) * X2))) * ((2.5148110390 * X1) * (exp(((-0.2260347754) * X2)) + ((-0.0362132825) * X2)))) + (7.2719998360 + (0.3316886425 * X1)))
16;nan;(((((((-0.0722939521) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (3.2381103039 * X1)) * (exp(((-0.2357506901) * X2)) + (-0.2018979788))) + (7.2475223541 + (0.2923372388 * X1)))
13;inf;((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3773337901) * X2)))) + exp(((-0.3030254841) * X2))))
6;nan;(((-0.2722610533) * X1) * (log(abs(((-0.0007597815) * X1))) + (0.7570328712 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2718899846) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2340893745 + ((((exp((0.9452325106 * X2)) + ((((-8.2100667953) * X1) + exp((0.2420128733 * X2))) * (0.4031211436 * X1))) * (0.0165760498 * X1)) + (2.7772092819 * X1)) * (exp((0.1345571876 * X2)) + ((-0.3640697896) * X2))))
1;8.43020544436149;7.2386717796
12;inf;(((2.8292748928 * X1) * exp(((-0.3773337901) * X2))) * ((((-0.0290525537) * X1) * (0.7358193398 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
18;nan;((((exp((0.9538101554 * X2)) + ((((-7.5733137131) * X1) + exp((0.0767030045 * X2))) * (0.4399893284 * X1))) * (0.0166376680 * X1)) + (2.7849390507 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2)))
8;nan;(log(abs(log(abs(((-0.0241540167) * X1))))) * ((2.1994860172 * X1) * exp(((-0.2826772034) * X2))))
7;nan;(((-0.8082255721) * X1) * (log(abs(((-0.0250350088) * X1))) * exp(((-0.2813423276) * X2))))
9;60.86084294244446;(exp((((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((0.0018202404 * X1) * exp(((-0.2740367651) * X2))))
10;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.1372265816 * X1) * (0.5634070635 ^ (0.4922643304 * X2))))
4;1.8848400247782953e+72;(((-0.7966527939) * X1) * exp(((-0.2822305858) * X2)))
3;inf;exp(exp((0.0018202404 * X1)))
2;inf;exp((0.0045253718 * X1))
13;nan;((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3775146604) * X2)))) + exp(((-0.3033444881) * X2))))
11;inf;((exp((0.0821434408 * X2)) + (((-0.0277887378) * X1) * (0.7685834765 * X1))) * ((2.9266068935 * X1) * exp(((-0.3775146604) * X2))))
6;nan;(((-0.2756511271) * X1) * (log(abs(((-0.0007902560) * X1))) + (0.7512370348 * X2)))
17;nan;((exp(((-0.0021156233) * X2)) * (0.2892217934 * X1)) + ((((((-0.0571281426) * X1) * (0.7395096421 * X1)) * (1.4039921761 * X1)) + (2.6025667191 * X1)) * (exp(((-0.2794879973) * X2)) + ((-0.0219405964) * X2))))
16;nan;((7.2473578453 + (0.2917432785 * X1)) + ((((((-0.0602522008) * X1) * (0.7202248573 * X1)) * (1.3673982620 * X1)) + (2.6002259254 * X1)) * (exp(((-0.2826772034) * X2)) + ((-0.0223271735) * X2))))
5;inf;((2.8284614086 * X1) * (1.1755698919 ^ ((-1.7356683016) * X2)))
14;nan;((0.2672263086 * X1) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * (exp(((-0.2835082412) * X2)) + ((-0.0220402367) * X2))))
20;nan;(7.2423019409 + ((((exp((0.9502193928 * X2)) + ((((-16.6323356628) * X1) + exp((0.3985422552 * X2))) * (0.1986769885 * X1))) * (0.0167603213 * X1)) + (2.7856080532 * X1)) * (exp((0.1355888695 * X2)) + ((-0.3666112423) * X2))))
1;8.43027009248159;7.2330565453
12;inf;((exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)) * ((((-0.0290525537) * X1) * (0.7358193398 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2368688583 + ((((exp((0.9452325106 * X2)) + ((((-3.9967212677) * X1) + (0.3762082458 * X2)) * (0.8126776814 * X1))) * (0.0169518404 * X1)) + (2.7870161533 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
9;inf;(exp((((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.9214611053 * X1) * exp(((-0.2734089792) * X2))))
8;nan;(log(abs(log(abs(((-0.0254548825) * X1))))) * ((2.1704721451 * X1) * exp(((-0.2624769807) * X2))))
10;47.37758694536372;exp((exp((((-0.0310946237) * X1) * (0.7341285944 * X1))) * ((0.0018202404 * X1) * exp(((-0.2740367651) * X2)))))
11;nan;(((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-4.4002599716) * X1) * (0.0049544894 * X1)) + exp((0.0758366957 * X2))))
5;1.7053994406111064e+71;((0.7178395987 ^ (0.8472567797 * X2)) * ((-0.2380704284) * X1))
4;inf;((1.9687935114 * X1) * exp(((-0.2826772034) * X2)))
3;nan;sqrt(exp((0.0084726354 * X1)))
2;inf;exp((0.0047640186 * X1))
16;nan;(7.2365269661 + ((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2798661888) * X2)) + ((-0.0220190920) * X2)))))
7;nan;(((-0.7888740897) * X1) * (log(abs((0.0234658439 * X1))) * exp(((-0.2754127681) * X2))))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0767030045 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
17;nan;(((((((-0.0722938702) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (3.2381072044 * X1)) * ((0.7608192563 ^ (0.8624224663 * X2)) + (-0.2018968761))) + (7.2722530365 + (0.2933467925 * X1)))
13;inf;((0.0087775951 * X1) * (((0.0402186736 * X1) * ((((-0.5357990265) * X1) + 0.0823313817) * exp(((-0.3773337901) * X2)))) + exp(((-0.3030254841) * X2))))
6;nan;(((-0.2734999955) * X1) * (log(abs(((-0.0007808658) * X1))) + (0.7525596023 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2703327835) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2347831726 + ((((exp((0.9859874845 * X2)) + ((((-8.5482330322) * X1) + exp((0.1356204748 * X2))) * (0.4970983565 * X1))) * (0.0129600903 * X1)) + (2.7851557732 * X1)) * (exp((0.1339036524 * X2)) + ((-0.3623735309) * X2))))
1;8.430335790103298;7.2534122467
12;inf;(((2.8292748928 * X1) * exp(((-0.3790599406) * X2))) * ((((-0.0310946237) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
18;nan;((((exp((0.9538101554 * X2)) + ((((-7.5733137131) * X1) + log(abs(((-0.7219476700) * X1)))) * (0.4399893284 * X1))) * (0.0166376680 * X1)) + (2.7849390507 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2)))
9;inf;(exp((((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.8292748928 * X1) * exp(((-0.2731730938) * X2))))
8;nan;(log(abs(log(abs(((-0.0238698348) * X1))))) * ((2.9214611053 * X1) * exp(((-0.2820672095) * X2))))
10;inf;(exp((((-0.0316601060) * X1) * (0.7202248573 * X1))) * ((0.7331857085 ^ (0.8876922131 * X2)) * (2.0466647148 * X1)))
11;inf;((0.0249172412 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3738808334) * X2)) * (0.5921862125 * X1)))))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2846500874) * X2))))
4;inf;((2.1534559727 * X1) * exp(((-0.2652470171) * X2)))
3;nan;sqrt(exp((0.0087775951 * X1)))
2;inf;exp((0.0050051059 * X1))
15;nan;((((exp((0.9521970153 * X2)) + (((-1.2584221363) * X1) * (2.6666164398 * X1))) * (0.0165552683 * X1)) + (2.7849390507 * X1)) * (exp((0.1357906014 * X2)) + ((-0.3664472103) * X2)))
7;nan;(((-0.7946739197) * X1) * (log(abs((0.0239652786 * X1))) * exp(((-0.2794879973) * X2))))
17;nan;((7.2721519470 + (0.2926501036 * X1)) + ((((((-0.0463875234) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (2.0791409016 * X1)) * (exp(exp(((-0.1426451057) * X2))) + (-1.4651936293))))
16;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2787703276) * X2)) + ((-0.0220252238) * X2))))
13;28.775877071150557;exp(exp(((0.0087775951 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0363670923) * X1) * (exp(((-0.3908242583) * X2)) * (0.5921862125 * X1)))))))
6;nan;(((-0.2760967910) * X1) * (log(abs(((-0.0008003780) * X1))) + (0.7488141656 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2701213360) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0767030045 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2))))
1;9.048718027365187;8.0280818939
12;inf;(((2.9267041683 * X1) * exp(((-0.3713086843) * X2))) * ((((-0.0234859586) * X1) * (0.8028388619 * X1)) + (0.9202187657 + (0.0861613452 * X2))))
19;nan;(7.2368588448 + ((((exp((0.9417359829 * X2)) + ((((-4.0059032440) * X1) + (0.3764744699 * X2)) * (0.8145403862 * X1))) * (0.0168481600 * X1)) + (2.7766678333 * X1)) * (exp((0.1345979571 * X2)) + ((-0.3641306758) * X2))))
9;66.77827795240488;(((-0.9283998013) * X1) * (exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * exp(((-0.2701213360) * X2))))
8;nan;(log(abs(log(abs(((-0.0249240734) * X1))))) * ((2.2316100597 * X1) * exp(((-0.2631515265) * X2))))
10;66.708115776487;(((-0.9283998013) * X1) * (exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * (1.6349517107 ^ ((-0.5607457757) * X2))))
11;nan;((exp((0.0797036216 * X2)) + (((-0.0290525537) * X1) * (0.7358193398 * X1))) * ((2.9226701260 * X1) * exp(((-0.3738808334) * X2))))
5;inf;exp(((0.0018202404 * X1) * exp(((-0.2826772034) * X2))))
4;7.885348093588184e+70;((0.0551647507 * X1) * exp(((-0.2832446694) * X2)))
3;nan;sqrt(exp((0.0000354467 * X1)))
2;inf;exp((0.0053742714 * X1))
16;47.350031295334574;exp(((0.0087775951 * X1) * ((exp(((-0.2405882031) * X2)) + (((-0.0332634524) * X1) * ((exp((0.1355414540 * X2)) + ((-0.3666882515) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0238698348) * X1))) * exp(((-0.2808545530) * X2))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.3005285263 * X2))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3665064871) * X2)))
17;nan;((7.2721052170 + (0.2907135189 * X1)) + (((exp((((-0.0078696953) * X1) * (0.8505083919 * X1))) * (9.6757297516 * X1)) + ((-7.0463371277) * X1)) * (exp(((-0.2818655968) * X2)) + ((-0.0219356939) * X2))))
13;inf;((exp((0.0767030045 * X2)) + (((-0.0300624706) * X1) * (0.7341285944 * X1))) * ((exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2)) * (0.5921862125 * X1)))
6;nan;(((-0.2883186340) * X1) * (log(abs(((-0.0010713893) * X1))) + (0.7080084682 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2697230279) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0767030045 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
1;8.430250352457449;7.2342991829
12;inf;(((2.7861056328 * X1) * exp(((-0.3740162849) * X2))) * ((((-0.0305086914) * X1) * (0.7353974581 * X1)) + (1.0033153296 + (0.0933309942 * X2))))
19;nan;((((((-0.0310992226) * X1) * (0.7341285944 * X1)) + exp((0.0042208666 * X1))) * (((-0.1477699131) + (2.6018164158 * X1)) * (exp(((-0.2827813327) * X2)) + ((-0.0220190920) * X2)))) + (7.2473578453 + (0.2917432785 * X1)))
9;inf;(exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2697230279) * X2))))
8;nan;(((-0.8082255721) * X1) * (log(abs(log(abs((0.0239652786 * X1))))) * exp(((-0.2835082412) * X2))))
10;47.35040343929195;exp(((0.0087775951 * X1) * (exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * exp(((-0.2808545530) * X2)))))
11;inf;((exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + exp((0.0767030045 * X2))))
5;47.40697907835222;exp((((-0.0007902290) * X1) * exp(((-0.2813423276) * X2))))
4;1.861785400193884e+72;(((-0.7966527939) * X1) * exp(((-0.2835082412) * X2)))
3;29.178198897830036;exp(exp(((-0.0071490183) * X1)))
2;inf;exp((0.0058746184 * X1))
16;nan;exp(((0.0087775951 * X1) * ((exp(((-0.2357506901) * X2)) + (((-0.0332634524) * X1) * ((exp(((-0.2154869139) * X2)) + ((-0.0393074155) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2))))
7;nan;(((-0.8082255721) * X1) * (log(abs(((-0.0250350088) * X1))) * exp(((-0.2835082412) * X2))))
18;nan;((((exp((0.9556934834 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0162053797 * X1)) + (2.7842302322 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2)))
17;nan;((((((-0.0310943052) * X1) * (0.7341285944 * X1)) + exp((0.0050559612 * X1))) * ((2.5995857716 * X1) * (exp(((-0.2742309570) * X2)) + ((-0.0217959248) * X2)))) + (7.2472014427 + (0.2927577496 * X1)))
13;inf;((exp((0.0821434408 * X2)) + (((-0.0293112136) * X1) * (0.7341285944 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2))))
6;nan;(((-0.2740451097) * X1) * (log(abs(((-0.0007658439) * X1))) + (0.7543866038 * X2)))
14;nan;((exp(exp((0.0692665800 * X2))) + (((-0.0496151261) * X1) * (1.1590952873 * X1))) * ((1.0799709558 * X1) * (exp(((-0.3594311178) * X2)) + ((-0.0034191958) * X2))))
20;1.0126635530206459e+69;((((((-0.0878233165) * X1) * (1.9085427523 * X1)) + (7.3443679810 + (0.0310030449 * X1))) * (((-0.0201165862) + (0.3542651534 * X1)) * (exp(((-0.2827848196) * X2)) + ((-0.0220161360) * X2)))) + (7.2816343307 + (0.2932515144 * X1)))
1;8.43019674850756;7.2416248322
12;inf;(((3.7591018677 * X1) * exp(((-0.3819231391) * X2))) * ((((-0.0039767781) * X1) * (4.0649867058 * X1)) + (0.7378491759 + (0.0814205185 * X2))))
19;nan;(7.2368688583 + ((((exp((0.9435898662 * X2)) + ((((-3.9967212677) * X1) + (0.3762082458 * X2)) * (0.8126776814 * X1))) * (0.0169518404 * X1)) + (2.7780363560 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
10;nan;(exp(((-0.2633341849) * X2)) * (((((-0.0517859384) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8285975456 * X1)))
9;1626989848.728241;(((-0.9283998013) * X1) * (exp((((-0.0316601060) * X1) * (0.7202248573 * X1))) * exp(((-0.2826772034) * X2))))
11;inf;(((3.7591018677 * X1) * exp(((-0.3819231391) * X2))) * (exp((0.0758366957 * X2)) + (((-0.0308879260) * X1) * (0.6851285100 * X1))))
6;nan;(((-0.2735675573) * X1) * (log(abs(((-0.0007584968) * X1))) + (0.7552962303 * X2)))
5;inf;((2.0453228951 * X1) * (0.9304872155 ^ (3.9161624908 * X2)))
4;inf;((1.8932683468 * X1) * exp(((-0.2838025391) * X2)))
3;29.19234368276007;exp(exp(((-0.0073548104) * X1)))
2;inf;exp((0.0060402825 * X1))
16;nan;((7.2247242928 + (0.2913901210 * X1)) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2753113806) * X2)) + ((-0.0223271735) * X2))))
15;nan;((((2.9165410995 * X1) * exp(((-0.3732509315) * X2))) * ((((-0.0291151013) * X1) * (0.7341285944 * X1)) + (exp((0.0031153995 * X1)) + (0.0921581239 * X2)))) + 7.2481713295)
13;inf;((0.0087775951 * X1) * ((exp(((-0.2820672095) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3604637086) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2)))
8;nan;((2.2059288025 * X1) * (log(abs(log(abs(((-0.0245345272) * X1))))) * exp(((-0.2638953328) * X2))))
18;nan;((((exp((0.9551094770 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0162053797 * X1)) + (2.7842302322 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2)))
17;nan;(((1.7428973913 * X1) * exp(((-0.2570701540) * X2))) + ((((((-0.0517821796) * X1) * (0.7341285944 * X1)) * (1.4142135382 * X1)) + (1.0948355198 * X1)) * (exp(((-0.2131268233) * X2)) + ((-0.0400123075) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2627242804) * X2))))
14;nan;((exp(exp((0.0728134066 * X2))) + (((-0.0498849787) * X1) * (1.1590952873 * X1))) * ((1.0815296173 * X1) * (exp(((-0.3638479710) * X2)) + ((-0.0032584849) * X2))))
20;1.0127545209802941e+69;((((((-0.0878232867) * X1) * (1.9085427523 * X1)) + (7.3443679810 + (0.0310054589 * X1))) * (((-0.0201169457) + (0.3542643189 * X1)) * (exp(((-0.2827813327) * X2)) + ((-0.0220167320) * X2)))) + (7.2473578453 + (0.2917432785 * X1)))
1;8.4593083696135;7.4122419357
12;inf;((2.0463860035 * X1) * ((1.6349517107 ^ ((-0.6155459881) * X2)) + (((-0.0363670923) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)))))
19;nan;(7.2368807793 + ((((exp((0.9411284924 * X2)) + ((((-3.9974219799) * X1) + (0.3755743802 * X2)) * (0.8128170371 * X1))) * (0.0169325657 * X1)) + (2.7762658596 * X1)) * (exp((0.1345647722 * X2)) + ((-0.3640684485) * X2))))
10;47.33701386146586;exp(((0.0087775951 * X1) * (exp((((-0.0300624706) * X1) * (0.7341285944 * X1))) * exp(((-0.2756823301) * X2)))))
9;inf;((2.2059288025 * X1) * (exp((((-0.0292253103) * X1) * (0.7569627762 * X1))) * exp(((-0.2756823301) * X2))))
11;inf;((exp(((-0.3732509315) * X2)) * (0.5921862125 * X1)) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + exp((0.0767030045 * X2))))
6;nan;(((-0.2745999396) * X1) * (log(abs(((-0.0007913646) * X1))) + (0.7482466698 * X2)))
5;8.636820257145855e+69;((1.1114709377 ^ ((-2.6703698635) * X2)) * (0.0539235696 * X1))
4;2.2323174861176368e+73;(((-0.9283998013) * X1) * exp(((-0.2839718163) * X2)))
3;inf;exp(exp((0.0029656850 * X1)))
2;inf;exp((0.0068910639 * X1))
16;nan;((7.2721347809 + (0.2926540077 * X1)) + ((((((-0.0579993650) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (2.5980415344 * X1)) * (exp(((-0.2755359709) * X2)) + ((-0.0223280601) * X2))))
15;nan;((((2.9165410995 * X1) * exp(((-0.3732509315) * X2))) * ((((-0.0291151013) * X1) * (0.7341285944 * X1)) + (exp((0.0033232940 * X1)) + (0.0921581239 * X2)))) + 7.2481713295)
13;47.35260461145241;exp(((0.0087775951 * X1) * ((1.6349517107 ^ ((-0.6155459881) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))))))
8;nan;((2.2084677219 * X1) * (log(abs(log(abs(((-0.0245345272) * X1))))) * exp(((-0.2636119127) * X2))))
18;nan;((((exp((0.9859874845 * X2)) + ((((-8.5482330322) * X1) + exp((0.0921581239 * X2))) * (0.4970983565 * X1))) * (0.0129600903 * X1)) + (2.7851557732 * X1)) * (exp((0.1339036524 * X2)) + ((-0.3623735309) * X2)))
17;inf;((((((-0.0316601060) * X1) * (0.7202248573 * X1)) + exp(((-0.0003984161) * X1))) * ((2.6003210545 * X1) * (exp(((-0.2820800245) * X2)) + ((-0.0220027976) * X2)))) + (7.2473578453 + (0.2917432785 * X1)))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0233585816) * X1))) * exp(((-0.2689230144) * X2))))
14;nan;exp(((0.0018202404 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3030254841) * X2)))))
