length;mse;model
16;nan;(7.2368493080 + ((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2742309570) * X2)) + ((-0.0220252238) * X2)))))
13;inf;((exp((0.0767030045 * X2)) + (((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2))))
6;nan;(((-0.2637412250) * X1) * (log(abs(((-0.0005956171) * X1))) + (0.7820614576 * X2)))
14;nan;(((2.9735839367 * X1) * exp(((-0.3909119368) * X2))) * ((((-0.0703677386) * X1) * ((0.3052884042 * X1) * exp(((-0.0071490183) * X1)))) + exp((0.0876854956 * X2))))
20;nan;(7.2378172874 + ((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.0767030045 * X2))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
1;8.540826006775218;6.9090108871
12;inf;(((0.8493907452 + (0.0993950740 * X2)) + (((-0.0221011285) * X1) * (0.8442199230 * X1))) * ((3.2540581226 * X1) * exp(((-0.3838577867) * X2))))
19;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + sqrt(exp(((-0.0073548104) * X1)))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
10;47.33653217432254;exp(((0.0087775951 * X1) * (exp((((-0.0277887378) * X1) * (0.7685834765 * X1))) * exp(((-0.2756823301) * X2)))))
9;inf;(exp(((0.6884340048 * X1) * ((-0.0311254989) * X1))) * (exp(((-0.2743588984) * X2)) * (2.0466647148 * X1)))
11;inf;(((3.7591018677 * X1) * exp(((-0.3819231391) * X2))) * (exp((0.0821434408 * X2)) + (((-0.0310992226) * X1) * (0.7341285944 * X1))))
6;nan;((log(abs(((-0.0003836085) * X1))) + (0.8436932564 * X2)) * ((-0.2442543358) * X1))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2882546186) * X2))))
4;inf;((2.0453228951 * X1) * exp(((-0.2882546186) * X2)))
3;inf;exp(exp((0.0046359277 * X1)))
2;47.66979017171274;exp(((-0.0206951387) * X1))
16;nan;(((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2742309570) * X2)) + ((-0.0220252238) * X2)))) + 7.2736258507)
15;inf;(7.2378172874 + ((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7341285944 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2)))))
13;inf;((0.0087775951 * X1) * (((0.0402186736 * X1) * ((((-0.5357990265) * X1) + 0.0823313817) * exp(((-0.3725664914) * X2)))) + exp(((-0.3039087951) * X2))))
8;nan;(log(abs(log(abs((0.0239882395 * X1))))) * ((2.1705977917 * X1) * exp(((-0.2612865269) * X2))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp(((-0.0025281110) * X1))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
17;inf;((((((-0.0316601060) * X1) * (0.7202248573 * X1)) + exp(((-0.0010346028) * X1))) * ((2.6003210545 * X1) * (exp(((-0.2820800245) * X2)) + ((-0.0220027976) * X2)))) + (7.2473578453 + (0.2917432785 * X1)))
7;nan;(log(abs(((-0.0238761436) * X1))) * (((-0.7938609123) * X1) * exp(((-0.2630034387) * X2))))
14;nan;exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.0797036216 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2)))))
20;nan;(((-0.0034543315) * X1) + ((((exp((0.9556934834 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0162053797 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
1;8.735608329733305;6.6889801025
12;inf;((exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + (0.9994562268 + (0.1096093655 * X2))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.0033232940 * X1))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
8;nan;(log(abs(log(abs((0.0235024262 * X1))))) * ((2.1704721451 * X1) * exp(((-0.2624769807) * X2))))
7;nan;(log(abs(((-0.0238535367) * X1))) * (((-0.7929975986) * X1) * exp(((-0.2628173232) * X2))))
9;60.79187527292642;((0.0137454271 * X1) * (exp((((-0.0290525537) * X1) * (0.7358193398 * X1))) * exp(((-0.2756676972) * X2))))
10;nan;((((((-3.5991084576) * X1) * (0.9034623504 * X1)) * (0.0130052734 * X1)) + (2.5781145096 * X1)) * exp(((-0.2754973769) * X2)))
4;7.085156759211835e+72;(exp(((-0.2586866915) * X2)) * (1.3786967993 * X1))
3;inf;exp(exp((0.0047640186 * X1)))
2;47.693058301017345;exp(((-0.0215264708) * X1))
13;nan;sqrt(exp(((0.0087775951 * X1) * ((((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))) + exp(((-0.3033444881) * X2))))))
11;inf;((exp((0.0797036216 * X2)) + (((-0.0277887378) * X1) * (0.7071067691 * X1))) * ((2.9174599648 * X1) * exp(((-0.3790599406) * X2))))
6;nan;(((-0.2766990662) * X1) * (log(abs(((-0.0007920111) * X1))) + (0.7421435118 * X2)))
16;47.34933826041429;exp(((0.0087775951 * X1) * ((exp(((-0.2357506901) * X2)) + (((-0.0332634524) * X1) * ((exp((0.1354154050 * X2)) + ((-0.3661866784) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2))))
15;inf;((0.0087775951 * X1) * ((exp(((-0.2405882031) * X2)) + (((-0.0305086914) * X1) * ((exp(((-0.2154869139) * X2)) + ((-0.0393074155) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2)))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2883096933) * X2))))
14;nan;(((2.9735839367 * X1) * exp(((-0.3900032640) * X2))) * ((((-0.0703677386) * X1) * ((0.3052884042 * X1) * exp(((-0.0101319579) * X1)))) + exp((0.0876854956 * X2))))
20;nan;(7.2497830391 + ((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp(((-0.0016753450) * X1))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2))))
1;8.435361903345402;7.1697516441
12;inf;(((2.8292748928 * X1) * exp(((-0.3773337901) * X2))) * (((0.0124165639 * X1) * ((-1.6596354246) * X1)) + (1.0307340622 + (0.0958823487 * X2))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.0150981508 * X1))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
9;inf;((2.2059288025 * X1) * (exp((((-0.0277887378) * X1) * (0.7685834765 * X1))) * exp(((-0.2756823301) * X2))))
8;nan;(log(abs(log(abs((0.0234656297 * X1))))) * ((2.1683678627 * X1) * exp(((-0.2623441219) * X2))))
10;nan;((((((-0.0517859384) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8285975456 * X1)) * exp(((-0.2595527470) * X2)))
11;nan;((exp((0.0797036216 * X2)) + (((-0.0316601060) * X1) * (0.7202248573 * X1))) * ((2.9174599648 * X1) * exp(((-0.3790599406) * X2))))
5;inf;((0.6708298326 ^ (0.7266721725 * X2)) * (1.4363836050 * X1))
4;2.0344518973263282e+69;((0.0087775951 * X1) * exp(((-0.2579400241) * X2)))
3;inf;exp(exp((0.0050051059 * X1)))
2;inf;exp((0.0119162798 * X1))
15;inf;((exp((((-0.0304609984) * X1) * (1.0505617857 * X1))) * ((2.7465970516 * X1) * (exp(((-0.2822329104) * X2)) + ((-0.0204769894) * X2)))) + (7.2722802162 + (0.2672263086 * X1)))
7;nan;(((-0.7911834121) * X1) * (log(abs(((-0.0237346850) * X1))) * exp(((-0.2626866996) * X2))))
17;nan;((exp(((-0.0050863535) * X1)) * (0.2892217934 * X1)) + ((((((-0.0571281426) * X1) * (0.7395096421 * X1)) * (1.4039921761 * X1)) + (2.6025667191 * X1)) * (exp(((-0.2787703276) * X2)) + ((-0.0219405964) * X2))))
16;nan;(((0.2926333547 * X1) + 7.2721352577) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * (exp(((-0.2731730938) * X2)) + ((-0.0220402367) * X2))))
13;inf;(7.2365269661 + ((exp((0.0876854956 * X2)) + (((-0.0290525537) * X1) * (0.7358193398 * X1))) * ((2.9735839367 * X1) * exp(((-0.3936681151) * X2)))))
6;nan;(((-0.2665250301) * X1) * (log(abs(((-0.0006303008) * X1))) + (0.7732754946 * X2)))
14;47.35123412980092;exp(((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3806998730) * X2)))) + exp(((-0.3030254841) * X2)))))
20;nan;(7.2532057762 + ((((exp((0.9551863074 * X2)) + ((((-38.9213600159) * X1) + exp((0.5215625167 * X1))) * (0.0909330472 * X1))) * (0.0162795931 * X1)) + (2.7934455872 * X1)) * (exp((0.1354589611 * X2)) + ((-0.3662976027) * X2))))
1;8.433071314348371;7.2952356339
13;inf;((exp((0.0692665800 * X2)) + (((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2))))
19;nan;((((((-0.0342476331) * X1) * (0.6520295143 * X1)) + exp((0.0042208666 * X1))) * (((-0.1477699131) + (2.6018164158 * X1)) * (exp(((-0.2827689350) * X2)) + ((-0.0220190920) * X2)))) + (7.2816443443 + (0.2932454348 * X1)))
9;inf;(exp((((-0.0277887378) * X1) * (0.7685834765 * X1))) * ((1.8679370880 * X1) * exp(((-0.2734089792) * X2))))
8;nan;(log(abs(log(abs(((-0.0237485543) * X1))))) * ((2.1620140076 * X1) * exp(((-0.2611761689) * X2))))
10;inf;(exp((((-0.0203349609) * X1) * (1.0505617857 * X1))) * ((1.1256440878 ^ ((-2.3221652508) * X2)) * (2.0466647148 * X1)))
11;inf;(((-0.0626153946) * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0105114523) * X1) * ((2.0463860035 * X1) * exp(((-0.3604637086) * X2))))))
4;inf;((1.7428973913 * X1) * exp(((-0.2570701540) * X2)))
3;inf;exp(exp((0.0053742714 * X1)))
2;inf;exp((0.0125569124 * X1))
14;inf;(((2.9735839367 * X1) * exp(((-0.3936681151) * X2))) * ((((-0.0703677386) * X1) * ((0.3052884042 * X1) * exp(((-0.0071490183) * X1)))) + exp((0.0876854956 * X2))))
12;inf;(((2.8292748928 * X1) * exp(((-0.3853346407) * X2))) * ((((-0.0310946237) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
7;nan;((((-0.7933912277) * X1) * exp(((-0.2622666657) * X2))) * log(abs((0.0238472987 * X1))))
18;nan;((((exp((0.9521970153 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0165552683 * X1)) + (2.7849390507 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2)))
16;nan;(7.2497830391 + ((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2731730938) * X2)) + ((-0.0220252238) * X2)))))
6;nan;(((-0.2377128899) * X1) * (log(abs((0.0003176832 * X1))) + (0.8694125414 * X2)))
15;nan;((((2.9165410995 * X1) * exp(((-0.3732509315) * X2))) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + (exp((0.0033232940 * X1)) + (0.0921581239 * X2)))) + 7.2481713295)
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp(((-0.0009512064) * X1))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2))))
1;8.430219169740582;7.2368855476
12;inf;(((-0.9283998013) * X1) * (exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * ((1.7933894396 ^ ((-0.6168442965) * X2)) * (0.5921862125 * X1)))))
19;nan;((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp(exp((0.0821434408 * X2)))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2)))
10;nan;((((((-0.0517859384) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8909838200 * X1)) * exp(((-0.2595527470) * X2)))
9;inf;(exp((((-0.0203349609) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2718899846) * X2))))
11;nan;((2.0463860035 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0105114523) * X1) * ((2.2059288025 * X1) * exp(((-0.3909119368) * X2))))))
6;nan;((log(abs((0.0003500244 * X1))) + (0.8545216918 * X2)) * ((-0.2413634062) * X1))
5;inf;((1.8678754568 * X1) * (0.7488297820 ^ (0.8880243897 * X2)))
4;inf;((1.9119379520 * X1) * exp(((-0.2528980970) * X2)))
3;29.299876846185256;exp(exp(((-0.0104969228) * X1)))
2;inf;exp((0.0126332268 * X1))
16;nan;((7.2657680511 + (0.2918476760 * X1)) + ((((((-0.0602522008) * X1) * (0.7202248573 * X1)) * (1.4366738796 * X1)) + (2.6002259254 * X1)) * (exp(((-0.2826772034) * X2)) + ((-0.0219795983) * X2))))
15;inf;(((2.9724526405 * X1) * (((0.0400594771 * X1) * ((((-0.5357990265) * X1) + 0.0767498836) * exp(((-0.3888207078) * X2)))) + exp(((-0.3025172353) * X2)))) + 7.2484197617)
13;inf;((exp((0.0767030045 * X2)) + (((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2))))
8;nan;(((-0.9283998013) * X1) * (log(abs(log(abs(((-0.0221093670) * X1))))) * exp(((-0.2798661888) * X2))))
18;nan;((((exp((0.9535069466 * X2)) + ((((-10.3527259827) * X1) + exp((0.0050051059 * X1))) * (0.3247889280 * X1))) * (0.0166948345 * X1)) + (2.7870161533 * X1)) * (exp((0.1357906014 * X2)) + ((-0.3671687245) * X2)))
17;inf;((((((-0.0316601060) * X1) * (0.7202248573 * X1)) + exp(((-0.0010346028) * X1))) * ((2.6003210545 * X1) * (exp(((-0.2832446694) * X2)) + ((-0.0226471554) * X2)))) + (7.2473578453 + (0.2917432785 * X1)))
7;nan;((((-0.7911316156) * X1) * exp(((-0.2621897161) * X2))) * log(abs(((-0.0237598345) * X1))))
14;47.351275725961244;exp(((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3790599406) * X2)))) + exp(((-0.3030254841) * X2)))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0049544894 * X1))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
1;10.604405521544665;5.7671008110
13;inf;((exp((0.0767030045 * X2)) + (((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((2.9226701260 * X1) * (exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2))))
19;nan;(7.2380619049 + ((((exp((0.9448904991 * X2)) + ((((-4.0451369286) * X1) + (0.3808519542 * X2)) * (0.8225130439 * X1))) * (0.0164538790 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2))))
9;inf;(exp((((-0.0291151013) * X1) * (0.7341285944 * X1))) * ((2.9214611053 * X1) * exp(((-0.2798036635) * X2))))
8;nan;((2.1625280380 * X1) * (log(abs(log(abs((0.0233626775 * X1))))) * exp(((-0.2619824708) * X2))))
11;nan;((exp((0.0821434408 * X2)) + (((-0.0316601060) * X1) * (0.7202248573 * X1))) * (exp(((-0.3908242583) * X2)) * (0.5921862125 * X1)))
12;inf;(((3.0532550812 * X1) * exp(((-0.3635306954) * X2))) * ((((-0.0208939798) * X1) * (0.8388572931 * X1)) + (0.8782269955 + (0.0800489411 * X2))))
5;47.542122347912084;exp((((-0.0186167955) * X1) * exp(((-0.2758125663) * X2))))
4;inf;((1.9107980728 * X1) * exp(((-0.2528226674) * X2)))
3;inf;exp(exp((0.0059599490 * X1)))
2;inf;exp((0.0132429115 * X1))
16;nan;((7.2721347809 + (0.2926540077 * X1)) + ((((((-0.0579352304) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (2.6011440754 * X1)) * (exp(((-0.2579400241) * X2)) + ((-0.0278473552) * X2))))
7;nan;((((-0.7910024524) * X1) * exp(((-0.2620512247) * X2))) * log(abs(((-0.0237151869) * X1))))
18;nan;((((exp((0.9512109160 * X2)) + ((((-28.1198101044) * X1) + exp((0.4811296165 * X2))) * (0.1186211929 * X1))) * (0.0166153461 * X1)) + (2.7856662273 * X1)) * (exp((0.1355149746 * X2)) + ((-0.3664209843) * X2)))
17;nan;(7.2723932266 + ((((exp((0.8198145032 * X2)) + (((-1.4325711727) * X1) * (3.0356462002 * X1))) * (0.0125497822 * X1)) + (2.8203630447 * X1)) * (exp(((-0.2422093153) * X2)) + ((-0.0211461596) * X2))))
14;47.35134769466225;exp(((0.0087775951 * X1) * ((exp(((-0.2820672095) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3604637086) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2))))
6;nan;((log(abs(((-0.0008059134) * X1))) + (0.7377799153 * X2)) * ((-0.2796244621) * X1))
15;nan;(((2.9735839367 * X1) * exp(((-0.3900032640) * X2))) * ((((-0.0703677386) * X1) * ((0.3052884042 * X1) * sqrt(exp(((-0.0101319579) * X1))))) + exp((0.0876854956 * X2))))
20;nan;(7.2365269661 + ((((exp((0.9535069466 * X2)) + ((((-8.9077968597) * X1) + exp((0.2618681490 * X2))) * (0.3790642023 * X1))) * (0.0166948345 * X1)) + (2.7870161533 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2))))
1;8.43019674849185;7.2416219711
12;inf;((exp(((-0.3623311818) * X2)) * (0.1940669864 * X1)) * (((2.2509629726 * X1) * ((-0.1192962080) * X1)) + (13.8214578629 + (1.1665680408 * X2))))
18;nan;((((exp((0.9568626881 * X2)) + ((((-8.8824644089) * X1) + exp(((-0.0016753450) * X1))) * (0.3675619960 * X1))) * (0.0169465262 * X1)) + (2.7889368534 * X1)) * (exp((0.1362782866 * X2)) + ((-0.3683702052) * X2)))
9;60.860671057337974;(exp((((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((0.0018202404 * X1) * exp(((-0.2740367651) * X2))))
8;nan;(log(abs(log(abs(((-0.0236475840) * X1))))) * ((2.1512074471 * X1) * exp(((-0.2608111501) * X2))))
10;inf;(((0.3275606036 * X1) * exp(((-0.2663732469) * X2))) * ((((-0.1795737594) * X1) * (0.7341285944 * X1)) + 7.9495491982))
11;nan;(((2.9227151871 * X1) * exp(((-0.4495271444) * X2))) * ((((-0.3218877912) * X1) * (0.0747430399 * X1)) + exp((0.1372749060 * X2))))
5;47.54363668994624;exp((((-0.0186167955) * X1) * exp(((-0.2701213360) * X2))))
4;inf;((1.9111678600 * X1) * exp(((-0.2527049184) * X2)))
3;inf;exp(exp((0.0060675903 * X1)))
2;47.70134999740641;exp(((-0.0233585816) * X1))
15;nan;((((2.9273445606 * X1) * exp(((-0.3790599406) * X2))) * ((((-0.0291151013) * X1) * (0.7341285944 * X1)) + (exp((0.0031153995 * X1)) + (0.0921581239 * X2)))) + 7.2481713295)
7;nan;(((-0.7896627784) * X1) * (log(abs((0.0235660393 * X1))) * exp(((-0.2619419992) * X2))))
17;nan;(7.2723913193 + ((((exp((0.8015965819 * X2)) + (((-1.3529193401) * X1) * (2.8832089901 * X1))) * (0.0140388804 * X1)) + (2.8224184513 * X1)) * (exp(((-0.2443664372) * X2)) + ((-0.0206859875) * X2))))
16;nan;((((-0.0275703277) * X1) + (0.2807975709 * X1)) + ((((((-0.0579697452) * X1) * (0.7345660329 * X1)) * (1.3946255445 * X1)) + (2.5991888046 * X1)) * (exp(((-0.2756823301) * X2)) + ((-0.0220247991) * X2))))
13;47.376930284600384;sqrt(exp(((0.0087775951 * X1) * ((((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))) + exp(((-0.3039087951) * X2))))))
6;nan;((log(abs(((-0.0002669808) * X1))) + (0.8918433189 * X2)) * ((-0.2318793535) * X1))
14;47.351319672244436;exp(((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3773337901) * X2)))) + exp(((-0.3030254841) * X2)))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0767030045 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3666882515) * X2))))
1;8.430196748490252;7.2416210175
12;inf;(((2.9267041683 * X1) * exp(((-0.3713086843) * X2))) * ((((-0.0294569209) * X1) * (0.7191783190 * X1)) + (0.9202187657 + (0.0861613452 * X2))))
18;nan;((((exp((0.9568626881 * X2)) + ((((-8.8824644089) * X1) + exp((0.0018202404 * X1))) * (0.3675619960 * X1))) * (0.0169465262 * X1)) + (2.7889368534 * X1)) * (exp((0.1362782866 * X2)) + ((-0.3683702052) * X2)))
9;inf;(exp((((-0.0277887378) * X1) * (0.7685834765 * X1))) * ((2.9214611053 * X1) * exp(((-0.2695591748) * X2))))
8;nan;(log(abs(log(abs((0.0235987473 * X1))))) * ((2.1465363503 * X1) * exp(((-0.2606506348) * X2))))
10;inf;((7.2721347809 + (((-0.1759525985) * X1) * (0.6851285100 * X1))) * ((0.3580045402 * X1) * exp(((-0.2662924230) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0316601060) * X1) * (0.7202248573 * X1))) * ((1.4142135382 * X1) * exp(((-0.3738808334) * X2))))
5;inf;((1.9122596979 * X1) * (0.8613668084 ^ (1.6930477619 * X2)))
4;inf;((1.9122108221 * X1) * exp(((-0.2526605129) * X2)))
3;29.31665341367632;exp(exp(((-0.0109593328) * X1)))
2;47.724398735335406;exp(((-0.0240225121) * X1))
15;nan;sqrt(exp(((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3806998730) * X2)))) + exp(((-0.3030254841) * X2))))))
7;nan;(((-0.7891719937) * X1) * (log(abs(((-0.0234528985) * X1))) * exp(((-0.2617439330) * X2))))
17;nan;(7.2362065315 + ((exp((0.0785065815 * X2)) + ((((-2.7327327728) * X1) + (0.2547319233 * X2)) * (0.0077731521 * X1))) * ((2.9208686352 * X1) * (exp(((-0.3629693389) * X2)) + ((-0.0020996209) * X2)))))
16;inf;(7.2718091011 + (((exp(((-0.1984099001) * X2)) + (((-0.0039121094) * X1) * ((7.7653880119 + ((-1.2711803913) * X2)) * (0.5921862125 * X1)))) + ((-0.0264635906) * X2)) * (2.7247672081 * X1)))
13;inf;((exp((0.0797036216 * X2)) + (((-0.0307367910) * X1) * (0.7341285944 * X1))) * ((2.9226701260 * X1) * (exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2))))
6;nan;(((-0.2838952541) * X1) * (log(abs(((-0.0008104520) * X1))) + (0.7362299562 * X2)))
14;nan;exp(((0.0087775951 * X1) * (((0.0400594771 * X1) * ((((-0.5357990265) * X1) + 0.0767498836) * exp(((-0.3888207078) * X2)))) + exp(((-0.3020460904) * X2)))))
20;nan;(7.2347831726 + ((((exp((0.9859874845 * X2)) + ((((-8.5482330322) * X1) + exp(((-0.0034543315) * X1))) * (0.4970983565 * X1))) * (0.0129600903 * X1)) + (2.7851557732 * X1)) * (exp((0.1339036524 * X2)) + ((-0.3623735309) * X2))))
1;8.431127860312317;7.2721347809
12;inf;(((2.8293361664 * X1) * exp(((-0.3650840819) * X2))) * ((((-0.0070482693) * X1) * (2.6666436195 * X1)) + (0.9459174275 + (0.0885554999 * X2))))
19;nan;(7.2353029251 + ((((exp((0.9448904991 * X2)) + ((((-4.0451369286) * X1) + (0.3808519542 * X2)) * (0.8225130439 * X1))) * (0.0169465262 * X1)) + (2.7889368534 * X1)) * (exp((0.1362782866 * X2)) + ((-0.3683702052) * X2))))
10;inf;((6.0622568130 + (((-0.1431645453) * X1) * (0.7010098696 * X1))) * ((0.4291875660 * X1) * exp(((-0.2660891712) * X2))))
9;inf;((2.2059288025 * X1) * (exp((((-0.0294569209) * X1) * (0.7191783190 * X1))) * exp(((-0.2787703276) * X2))))
11;inf;(((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-0.0305086914) * X1) * (0.7353974581 * X1)) + exp((0.0821434408 * X2))))
6;nan;(((-0.2112822980) * X1) * (log(abs(((-0.0001293891) * X1))) + (0.9957066178 * X2)))
5;inf;((1.9119036198 * X1) * (0.5949455500 ^ (0.4864217341 * X2)))
4;inf;((1.9119354486 * X1) * exp(((-0.2525884509) * X2)))
3;inf;(0.0036642191 ^ ((-0.0022972387) * X1))
2;inf;exp((0.0143189700 * X1))
16;nan;((7.2721009254 + (0.2906152606 * X1)) + (((log(abs(log(abs(((-0.1727031469) * X1))))) * (0.6412659883 * X1)) + (2.3032801151 * X1)) * (exp(((-0.2813561857) * X2)) + ((-0.0220171269) * X2))))
15;47.376519078828764;sqrt(exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.0797036216 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2))))))
13;inf;(((exp(((-0.2820800245) * X2)) + (((-0.0361299478) * X1) * (exp(((-0.3773337901) * X2)) * (0.5921862125 * X1)))) + ((-0.0023416358) * X2)) * (2.9333615303 * X1))
8;nan;(log(abs(log(abs(((-0.0221093670) * X1))))) * ((2.9214611053 * X1) * exp(((-0.2826772034) * X2))))
18;nan;((((exp((0.9543550014 * X2)) + ((((-11.3308286667) * X1) + exp(((-0.0150405020) * X2))) * (0.3028599918 * X1))) * (0.0161634404 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2)))
17;nan;((exp((0.0150981508 * X1)) + (0.2892217934 * X1)) + ((((((-0.0571281426) * X1) * (0.7395096421 * X1)) * (1.4039921761 * X1)) + (2.6025667191 * X1)) * (exp(((-0.2759624124) * X2)) + ((-0.0219405964) * X2))))
7;nan;(((-0.7803933024) * X1) * (log(abs(((-0.0230145585) * X1))) * exp(((-0.2620389760) * X2))))
